features	cc_edu_pos_alexa647_intensity_nucleus_area_mean	cc_cc_n_objects	cc_g2_ph3_pos_n_spots_per_nucleus_area_mean	cc_edu_pos_n_spots_per_nucleus_area_mean	vb_percent_dead_only	vb_percent_dead	cc_polyploid_n_objects	cc_polyploid_high_n_spots_h2ax_mean	cc_edu_pos_high_n_spots_h2ax_mean	cc_cc_g2_ph3_neg_mean	vb_live_cell_width_length	vb_live_cell_area	cc_polynuclear_n_spots_mean	cc_g2_ph3_neg_high_n_spots_h2ax_mean	cc_g1_n_objects	cc_cc_g1_mean	cc_mitosis_ph3_pos_n_spots_mean	cc_g2_ph3_pos_n_objects	cc_cc_ph3_pos_hoechst_mitosis_mean	vb_percent_live	cc_polynuclear_high_n_spots_h2ax_mean	cc_g1_n_spots_per_nucleus_area_mean	vb_percent_all_apoptosis	cc_infection_percentage	cc_all_nucleus_roundness_mean	cc_cc_n_spots_per_nucleus_area_mean	cc_g2_ph3_neg_n_spots_mean	cc_cc_g2_ph3_pos_early_mitosis_mean	cc_all_large_round_polyploid_mean	cc_mitosis_ph3_neg_n_objects	vb_ros_back_mean	vb_percent_all_late_apoptosis	cc_g2_ph3_neg_n_objects	cc_all_nucleus_area_mean	cc_edu_pos_alexa647_intensity_nucleus_area_sum	cc_mitosis_ph3_pos_n_objects	cc_polynuclear_n_spots_per_nucleus_area_mean	cc_mitosis_ph3_neg_high_n_spots_h2ax_mean	cc_mitosis_ph3_pos_n_spots_per_nucleus_area_mean	cc_cc_edu_pos_mean	vb_num_live_cells	vb_infection_percentage	vb_percent_all_early_apoptosis	cc_edu_pos_n_spots_mean	cc_all_high_n_spots_h2ax_mean	vb_live_cell_roundness	cc_g1_plus_g2	vb_ros_mean	cc_cc_n_spots_mean	cc_cc_high_n_spots_h2ax_mean	cc_polynuclear_n_objects	cc_g1_high_n_spots_h2ax_mean	cc_g2_plus_all_m	cc_mitosis_ph3_neg_n_spots_per_nucleus_area_mean	cc_all_n_spots_per_nucleus_area_mean	cc_g1_n_spots_mean	cc_cc_ph3_neg_hoechst_late_mitosis_mean	cc_g2_ph3_neg_n_spots_per_nucleus_area_mean	cc_all_n_objects	cc_g2_g1	cc_all_n_spots_mean	cc_polyploid_n_spots_mean	cc_mitosis_ph3_pos_high_n_spots_h2ax_mean	cc_g2_ph3_pos_n_spots_mean	vb_percent_caspase_dead_only	cc_edu_pos_n_objects	cc_polyploid_n_spots_per_nucleus_area_mean	cc_all_large_notround_polynuclear_mean	cc_g2_ph3_pos_high_n_spots_h2ax_mean	cc_mitosis_ph3_neg_n_spots_mean
Cells_AreaShape_Perimeter	0.0	0.0	0.0	0.0	-0.0	-0.051235186219061	-0.00438386736466692	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.05113649466302323	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.002821127454414807	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0
Cells_AreaShape_Solidity	-0.017435134834733704	-0.0007427614746847183	0.0	0.0	0.02015280768391698	0.0	0.014420970459261502	0.0	0.05294712004929697	0.029636968512471024	-0.0	0.0	-0.0	0.0	-0.0029936761319524045	-0.0	-0.0	-0.04372867792484938	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.13721688289643463	0.0	-0.0	0.0	-0.0	0.2205767087465234	-0.0019114606278515152	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0872611683763806	0.0	-0.0	0.021310511266997113	0.03474660528304559	0.0	0.0	-0.0	0.0023548604834654017	0.03687886912550387	0.027862901120629377	0.0	0.0	-0.0012448039559621947	0.0	0.006423819461516443	0.0	0.0	-0.0027224356996194163	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.002772907412294554	-0.0	0.05569751889589877	0.0	-0.0
Cells_AreaShape_Zernike_0_0	0.02738419743439635	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0036278742691333203	-0.0076555235797301354	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.05949652940822496	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.02784969796424265	-0.0	-0.0	-0.0	-0.0	0.029188724474740635	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0
Cells_AreaShape_Zernike_1_1	-0.0	-0.0	-0.0	-0.0	0.007260670648766379	-0.04003004610637652	-0.0	-0.0	-0.0	0.034638377431565046	-0.011717461167184116	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.039433167657991285	-0.0	0.0	-0.0	-0.0	0.03743213719877963	0.0	-0.0	-0.0	0.04773215098319371	-0.0	-0.07942017309969282	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.022260352255391986	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.020481021518833697	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0214563259876334	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0
Cells_AreaShape_Zernike_2_0	0.024730245154577266	-0.0	0.0	0.01967791197628066	-0.0049940576924209475	-0.0	0.0	0.0027738473817645916	0.0	-0.0	0.0	0.008028119699893936	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.1305440621322467	0.058708026429255246	-0.029113263432867027	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.012581644901078168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.00224948139111702	0.004895196785329129	0.06855676187483975	0.0	-0.0	0.0	0.007329674864201471	0.03981141007570493	-0.0	0.0	-0.0	-0.0	0.029078468244701904	-0.0	0.0	0.0
Cells_AreaShape_Zernike_2_2	0.0	0.04310807041354067	0.00163756705315094	0.040555114832472455	-0.0	-0.03929756777179415	-0.0	0.0	0.0	-0.03381872977405726	0.02056356027326213	-0.049951149442075335	-0.03991130075590192	0.0	0.059918033126794966	0.039401189330473534	0.0	-0.0	-0.0	0.039491356273454445	-0.017410760650608908	0.052174964936939766	0.0	0.0	-0.028521727409995964	0.043014749043120803	0.0	-0.0	-0.048452304239895085	0.025552895636518715	0.025194424121342165	0.0	0.0021178115863813027	-0.1351803983448249	0.008356154698162348	0.0	-0.04288678117723436	-0.0	-0.0	-0.0	0.04251263432678313	0.0	-0.0	0.018748996861939496	0.0	0.027186248929364745	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.057811768872837496	0.0	0.0	0.024981336604308305	-0.0	0.0	-0.0	0.0	0.0	0.0	0.006766649896823738	-0.0	-0.0	0.0	0.0
Cells_AreaShape_Zernike_3_1	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.02517468403095827	0.032157897240214894	0.0	-0.0	0.0	0.05211940723524142	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.025516920455557136	0.0	-0.0	-0.0	-0.0	-0.01384488371999867	0.0	0.0	0.0	0.0	-0.11451213127348811	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.08789621278131735	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.008097867822739427	-0.0	-0.0	-0.0	0.0
Cells_AreaShape_Zernike_3_3	-0.01587870152446697	0.0	-0.0	-0.03759737254415267	0.0	0.09643800295733383	-0.0	-0.0	-0.0	0.0	0.037821051757962534	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.09596226158914524	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.03608879575329708	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0
Cells_AreaShape_Zernike_4_0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.04630253114531739	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.045940865552505074	0.0	-0.0	0.0	0.0	0.001645100109526816	-0.0	0.0	0.0	0.00624910780867219	-0.026213910797006287	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.003247458993716327	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0
Cells_AreaShape_Zernike_4_2	-0.0	0.0	0.0	0.03773573026535862	-0.0	0.10851546798233813	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.10895605525856836	-0.0	0.0	0.013572145097187226	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.041365642296003535	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.030261474355064613	0.027814696817286648	0.0	-0.0	-0.0008120860229528736	0.0	0.0	0.04104954538708105	0.0	-0.0	0.0	0.004167336243551313	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.033915809443626085	-0.0	0.0
Cells_AreaShape_Zernike_4_4	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0014551423764967094	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
Cells_AreaShape_Zernike_5_1	-0.0	-0.0007109392860881917	-0.0	-0.0	0.007313829324907519	0.06231366568035793	0.0	-0.0	-0.0	0.02192783301108999	-0.05056046642645012	0.0	0.0	-0.0	-0.0344541263903836	-0.01689166466862634	-0.0	-0.0	-0.0	-0.061584374642663316	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.05677542232327802	-0.0	-0.0	0.0035150508573320413	-0.0	0.07842252029336484	-0.0	-0.0	0.0006495631590300793	0.0	0.0	0.0	-0.001200298950177518	-0.0	0.0	-0.015413185595957947	0.0	-0.04871364644842527	-0.0	0.0	-0.0	0.0	-0.006634064436543096	0.0	0.0	0.0	0.022707751738778197	-0.0	-0.0	-0.0	-0.005418523761163553	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Cells_AreaShape_Zernike_5_3	-0.0	-0.05647648744007561	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.09123423346145694	0.07921052909302706	0.0	-0.0	-0.026500152761493444	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.11778277111456711	-0.04555079063736909	-0.14333462721889992	-0.0	-0.0	0.037879194258683996	-0.084159535873921	0.0	0.007369880549766959	0.0	0.0	-0.12046181041471028	-0.05702290663265932	0.0	0.0	-0.0	0.02212196033845899	-0.0175879477637332	0.055589724515876425	-0.045566174183720366	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.03637011723361427	-0.0	-0.0	0.0	-0.042983361951223584	-0.0	0.022255551271505407	-0.0	0.0	-0.0	-0.0	-0.07716903442469573	-0.0	0.0	-0.0	0.0
Cells_AreaShape_Zernike_5_5	-0.0	0.0	-0.005575131040641627	0.0	0.0	0.02815097946448081	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.028839044868107577	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0007043592885588613	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.024593023790159693	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0005618766508274005	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0
Cells_AreaShape_Zernike_6_0	-0.0016539153731798854	-0.0	-0.0	0.0	-0.0	-0.07380269876515066	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.047041111024101134	-0.0	-0.0	-0.0	0.07314699224914789	0.0	0.019658882346923777	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.07858922452498561	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.005582557492175799	0.011243564283734448	0.0	-0.0	0.0345789744690593	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.017648211216064014	0.0	0.0	-0.0	0.0	0.0	-0.0	0.007747398641793796	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0
Cells_AreaShape_Zernike_6_2	-0.0	0.0	-0.02797032402337703	-0.07297550746277824	-0.0	-0.017592554178755552	-0.001497093965286788	0.0	-0.0	0.0	0.0	-0.016407294091880624	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.017466401942887372	0.0	-0.07279318144449964	-0.0	-0.0	0.0	-0.04751134798149421	-0.0	0.0	0.0	0.0	-0.0	-0.03958546534431307	0.0	0.0	0.0	0.0	-0.03980314334581564	-0.0	-0.0	-0.0	0.017426054883989076	-0.0	0.005721768193497521	-0.0721380091211176	-0.00759617829613863	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.06156366952540725	-0.005912224844663911	0.0	-0.04264722062556274	0.0	0.0	-0.012915727857533095	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.011449871376124982	0.0	-0.0
Cells_AreaShape_Zernike_6_4	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.059613911766310944	-0.0	-0.0	0.0	-0.054930197002411835	0.0	0.0	0.0	-0.0	-0.03149657017124028	0.0	0.0	0.0	-0.0	0.0	-0.029127092133101766	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.24349016455416544	0.10327114140017829	-0.0	0.0	-0.0	0.17357758119170935	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.008632605815810174	-0.0	-0.031172938783224354	-0.0	0.0	0.019399029762710483	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.09166998061456597	-0.0	0.0
Cells_AreaShape_Zernike_6_6	-0.01327293184622193	-0.016005538900329318	0.0	0.014529582852346203	0.007772897698284922	0.11786527692866436	-0.0	-0.0	-0.0	0.007208635231501557	-0.0	-0.0	0.0	0.0	-0.013848790316876166	0.0	0.0	0.0	-0.0	-0.11746961362068589	0.0	0.0	0.016843418053460124	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.007061939489686755	0.02795668826190099	0.0	0.0	-0.009297009388591345	0.0	0.0	-0.0	0.0	-0.0	-0.02080388421551308	0.0	0.0	0.013171379163353147	0.024867424312221793	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.010060233644194085	0.0	0.0005027378449828905	-0.0	0.0	0.0	0.0	-0.019686234220089506	-0.0	-0.0	-0.0	0.0
Cells_AreaShape_Zernike_7_1	-0.0	-0.0	-0.012231837850299672	-0.0	0.0	-0.02516532981049895	-0.0	-0.0	-0.0	0.06597121002633831	-0.057004049730252124	0.0	0.0	-0.0	-0.0	-0.010028201312482433	0.0	-0.0	-0.0	0.024699846295939017	0.0	-0.024909946470313478	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.003749306256627588	-0.0	-0.07614344846431637	-0.020212094982564252	-0.0	0.022168215979814106	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.04016298893417	0.0	-0.10641902599004006	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.023294241305155977	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0048180675692526915	-0.0	-0.0	-0.0	-0.0	0.0	-0.0
Cells_AreaShape_Zernike_7_3	0.02813061923964579	-0.010217460222804287	-0.03822861051434359	-0.007104578800246209	0.0	0.0	-0.07774731936976766	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.03296629315836021	-0.15253926459409864	0.0	-0.0	-0.0	0.0	-0.004214212087538435	-0.0	-0.0	0.0	-0.0	0.0	-0.021033201925886404	-0.0	0.0	-0.012075494711368009	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.006896129057680821	-0.0	0.0	0.0	-0.008557799072803537	-0.0	-0.08273122988168274	-0.0	-0.01807962726148283	0.0	-0.0011036163236528053	-0.0	0.0	-0.0014357691439028494	-0.0	-0.01956961365357136	-0.0	-0.0	-0.0	0.0
