Metadata_pert_name,Metadata_gene_name,Metadata_cell_line,correlation,replicate_type,quantile,iterations,cor_method,samples,groups
BCL2L2-4,BCL2L2,HCC44,0.2528980394378493,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRAF-2,BRAF,HCC44,0.2518373238154727,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRAF1-1,BRAF1,HCC44,0.07115748197289959,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRCA1-1,BRCA1,HCC44,-0.039001970357790725,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRCA1-2,BRCA1,HCC44,-0.31203920468450347,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRD4-1,BRD4,HCC44,0.7163677695795727,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRD4-2,BRD4,HCC44,0.7876274066881327,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CCND1-1,CCND1,HCC44,-0.19902082397188187,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CCND1-2,CCND1,HCC44,0.5889799348865242,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CCNE1-1,CCNE1,HCC44,0.85350578528319,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CCNE1-2,CCNE1,HCC44,0.6696121091085387,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK2-1,CDK2,HCC44,0.5798671535090705,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK2-2,CDK2,HCC44,0.8812568480189344,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK4-1,CDK4,HCC44,0.42203877437464654,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK4-2,CDK4,HCC44,-0.11254533089028056,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK4-3,CDK4,HCC44,-0.09588179891811012,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CHEK2-1,CHEK2,HCC44,0.07073442429002706,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CHEK2-2,CHEK2,HCC44,-0.179602472640526,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
COX5B-1,COX5B,HCC44,0.19210278608014505,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
COX5B-2,COX5B,HCC44,0.31757154132214016,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CSNK1A1-1,CSNK1A1,HCC44,0.380037276198692,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CSNK1A1-2,CSNK1A1,HCC44,0.08286158303267106,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CTNNB1-1,CTNNB1,HCC44,0.22088909280620356,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CTNNB1-2,CTNNB1,HCC44,-0.4974699212588169,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-1,Chr2,HCC44,0.07680667810699619,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-2,Chr2,HCC44,0.03316708972545239,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-3,Chr2,HCC44,0.5721811236710217,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-4,Chr2,HCC44,0.1292622230614475,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-5,Chr2,HCC44,0.03443566982027186,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-6,Chr2,HCC44,0.32724141578876587,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
DOT1L-1,DOT1L,HCC44,-0.026148044844069976,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
DOT1L-2,DOT1L,HCC44,0.03489540552538302,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGFR-1,EGFR,HCC44,0.21686276580503017,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGFR-2,EGFR,HCC44,0.35866680645213656,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGLN1-8,EGLN1,HCC44,0.433534852297291,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGLN1-9,EGLN1,HCC44,0.6442910584315096,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EMPTY,EMPTY,HCC44,-0.012085138010795981,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB2-1,ERBB2,HCC44,-0.3728162014740116,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB2-2,ERBB2,HCC44,-0.009180798510304601,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB3-1,ERBB3,HCC44,-0.06482477547352167,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB3-2,ERBB3,HCC44,-0.031181929562934883,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EZH2-1,EZH2,HCC44,0.4029589487172936,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EZH2-2,EZH2,HCC44,-0.4122614025469145,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GLS-1,GLS,HCC44,0.24346177291128934,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GLS-2,GLS,HCC44,0.35697326363221576,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GPX4-1,GPX4,HCC44,-0.048617902870798486,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GPX4-2,GPX4,HCC44,0.11472757078698145,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
HIF1a-1,HIF1a,HCC44,-0.22454601725799722,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
HIF1a-2,HIF1a,HCC44,-0.04865308530476756,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ITGAV-1,ITGAV,HCC44,0.9213193865818067,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ITGAV-2,ITGAV,HCC44,0.9087336815573501,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
JAK3-1,JAK3,HCC44,-0.08308111926942321,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
JAK3-2,JAK3,HCC44,0.17728921063861547,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KIF11-1,KIF11,HCC44,0.9279290210001412,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KIF11-2,KIF11,HCC44,0.9060166829949442,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KRAS-1,KRAS,HCC44,0.4045566195353058,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KRAS-2A,KRAS,HCC44,0.5008643399293897,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
KRAS-2B,KRAS,HCC44,0.28037436182958236,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
LacZ-2,LacZ,HCC44,0.010330914801845142,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
LacZ-3,LacZ,HCC44,0.06146438840445878,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Luc-1,Luc,HCC44,0.2247503693001293,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Luc-2,Luc,HCC44,0.05702797663871278,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MAPK1-1,MAPK1,HCC44,0.023783582904442026,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MAPK1-2,MAPK1,HCC44,-0.2105285670077397,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MCL1-2,MCL1,HCC44,-0.07507551626899449,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MCL1-5,MCL1,HCC44,0.2618407535043003,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MTOR-1,MTOR,HCC44,-0.012766101876546188,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MTOR-2,MTOR,HCC44,0.6875091973616401,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MYC-1,MYC,HCC44,0.9568983032867623,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
MYC-2,MYC,HCC44,0.9538392660708027,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ORC4-1,ORC4,HCC44,0.05149737097488967,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ORC4-2,ORC4,HCC44,0.25809212201886456,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PIK3CA-1,PIK3CA,HCC44,0.649671955536567,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PIK3CA-2,PIK3CA,HCC44,0.24986776559998564,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
POLR2D-1,POLR2D,HCC44,0.9600762069870743,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
POLR2D-2,POLR2D,HCC44,0.9633148381213021,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PPIB-1,PPIB,HCC44,0.03733746973983531,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PPIB-2,PPIB,HCC44,0.38700839652412217,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PRDX1-1,PRDX1,HCC44,-0.06525459357533993,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PRDX1-2,PRDX1,HCC44,-0.05661792313302974,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PSMA1-1,PSMA1,HCC44,0.9096563829045539,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PSMA1-2,PSMA1,HCC44,0.9402794279056748,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PTK2-1,PTK2,HCC44,0.40634620448698705,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
PTK2-2,PTK2,HCC44,0.6472699109582517,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
RAC1-1,RAC1,HCC44,0.39680771901187534,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
RAC1-2,RAC1,HCC44,0.40702465581109953,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
RAF1-1,RAF1,HCC44,-0.3359719767672382,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
RAF1-2,RAF1,HCC44,0.23102743315143132,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
RHOA-1,RHOA,HCC44,0.7444861657407329,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
RHOA-2,RHOA,HCC44,0.7509486338076332,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SDHB-1,SDHB,HCC44,0.08081667051595659,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SDHB-2,SDHB,HCC44,0.6358823718538247,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SLC2A1-1,SLC2A1,HCC44,0.4416984171080361,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SLC2A2-2,SLC2A2,HCC44,0.024291312262187927,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SMARCB1-1,SMARCB1,HCC44,0.36068879349337474,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SMARCB1-2,SMARCB1,HCC44,-0.27116199544177694,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
STAT3-1,STAT3,HCC44,0.3033949423489735,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
STAT3-2,STAT3,HCC44,0.5940045229276609,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SUZ12-1,SUZ12,HCC44,0.3636163403859655,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
SUZ12-2,SUZ12,HCC44,0.6669558777670705,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
TXN-1,TXN,HCC44,0.11647057140033949,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
TXN-2,TXN,HCC44,0.2838057888183818,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
XBP-1,XBP,HCC44,0.12217524804199334,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
XBP-2,XBP,HCC44,0.00817769384962594,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
YAP1-1,YAP1,HCC44,-0.018370654594924016,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
YAP1-2,YAP1,HCC44,0.14768820850730052,replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
AKT1-1,AKT1,HCC44,0.2865547262480758,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
AKT1-2,AKT1,HCC44,0.6524288963713758,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ARID1B-1,ARID1B,HCC44,0.23149443255318825,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ARID1B-2,ARID1B,HCC44,0.19187441561367427,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ATF4-1,ATF4,HCC44,0.7807449122567954,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ATF4-2,ATF4,HCC44,0.35863805529541704,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ATP50-1,ATP50,HCC44,0.3782685902349905,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ATP50-2,ATP50,HCC44,0.44488316406865996,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
AURKB-2,AURKB,HCC44,0.5157291323015827,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BCL2-1,BCL2,HCC44,0.4752408999665362,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BCL2-2,BCL2,HCC44,0.583797709360119,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BCL2L2-1,BCL2L2,HCC44,0.4202586325484263,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BCL2L2-2,BCL2L2,HCC44,0.6544989375831393,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BCL2L2-4,BCL2L2,HCC44,0.6132119179023536,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRAF-2,BRAF,HCC44,0.6341639137550463,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRAF1-1,BRAF1,HCC44,0.497039494184018,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRCA1-1,BRCA1,HCC44,0.4786709133533559,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRCA1-2,BRCA1,HCC44,0.5406085409853814,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRD4-1,BRD4,HCC44,0.46692500129355563,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
BRD4-2,BRD4,HCC44,0.555264721776241,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CCND1-1,CCND1,HCC44,0.6945466641460407,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CCND1-2,CCND1,HCC44,0.2915748192086142,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CCNE1-1,CCNE1,HCC44,0.6493132800710348,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CCNE1-2,CCNE1,HCC44,0.5164767454714155,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK2-1,CDK2,HCC44,0.7057344836307535,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK2-2,CDK2,HCC44,0.5255551030373531,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK4-1,CDK4,HCC44,0.5969581424676104,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK4-2,CDK4,HCC44,0.6037228476877001,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CDK4-3,CDK4,HCC44,0.6149267252728974,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CHEK2-1,CHEK2,HCC44,0.3282717057941249,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CHEK2-2,CHEK2,HCC44,0.5401966372729448,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
COX5B-1,COX5B,HCC44,0.4506956046276531,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
COX5B-2,COX5B,HCC44,0.531045178388553,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CSNK1A1-1,CSNK1A1,HCC44,0.4244570203836103,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CSNK1A1-2,CSNK1A1,HCC44,0.3765278175166124,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CTNNB1-1,CTNNB1,HCC44,0.4470719917247024,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
CTNNB1-2,CTNNB1,HCC44,0.4114524376264069,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-1,Chr2,HCC44,0.1732985679300399,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-2,Chr2,HCC44,0.19283859424298516,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-3,Chr2,HCC44,0.2678969610632294,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-4,Chr2,HCC44,0.3019872111569655,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-5,Chr2,HCC44,0.4040740243701474,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
Chr2-6,Chr2,HCC44,0.23945722937760042,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
DOT1L-1,DOT1L,HCC44,0.7367384646940984,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
DOT1L-2,DOT1L,HCC44,0.42901243082379814,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGFR-1,EGFR,HCC44,0.46871690623334583,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGFR-2,EGFR,HCC44,0.5222404561799752,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGLN1-8,EGLN1,HCC44,0.5999935298481514,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EGLN1-9,EGLN1,HCC44,0.733493494104219,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EMPTY,EMPTY,HCC44,0.15151304205507413,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB2-1,ERBB2,HCC44,0.27488091119181635,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB2-2,ERBB2,HCC44,0.7624855659141171,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB3-1,ERBB3,HCC44,0.5059679987317728,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ERBB3-2,ERBB3,HCC44,0.47444334474844696,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EZH2-1,EZH2,HCC44,0.5000114244300373,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
EZH2-2,EZH2,HCC44,0.3607662237027887,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GLS-1,GLS,HCC44,0.41588453981603335,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GLS-2,GLS,HCC44,0.1686109890190613,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GPX4-1,GPX4,HCC44,0.5074130043942569,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
GPX4-2,GPX4,HCC44,0.48058007147042336,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
HIF1a-1,HIF1a,HCC44,0.6179369395468209,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
HIF1a-2,HIF1a,HCC44,0.7954473408704379,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ITGAV-1,ITGAV,HCC44,0.718187192734038,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
ITGAV-2,ITGAV,HCC44,0.572674891350401,non_replicate,0.95,10,pearson,all,"Metadata_pert_name,Metadata_gene_name,Metadata_cell_line"
