Metadata_gene_name,Metadata_cell_line,correlation,replicate_type,quantile,iterations,cor_method,samples,groups
ITGAV,ES2,0.9233441494430322,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
JAK3,ES2,-0.027836364726301438,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
KIF11,ES2,0.8002367687188972,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
KRAS,ES2,-0.03681123178797079,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
LacZ,ES2,-0.08320222811082972,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
Luc,ES2,0.04848194430722265,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
MAPK1,ES2,0.7619061352667758,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
MCL1,ES2,0.2912072382965706,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
MTOR,ES2,0.3227959723710932,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
MYC,ES2,0.9132099469973801,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
ORC4,ES2,0.20161431975351443,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
PIK3CA,ES2,0.4739711770787297,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
POLR2D,ES2,0.8915097857559152,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
PPIB,ES2,0.2138509477897269,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
PRDX1,ES2,0.26854552147079735,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
PSMA1,ES2,0.8512648563233027,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
PTK2,ES2,0.5809750976695341,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
RAC1,ES2,0.17820204071170176,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
RAF1,ES2,0.16923910401719433,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
RHOA,ES2,0.5652291999158496,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
SDHB,ES2,-0.1324864538834598,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
SLC2A1,ES2,0.050767575483109464,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
SLC2A2,ES2,0.7877328967924597,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
SMARCB1,ES2,0.26743545417854264,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
STAT3,ES2,0.17008383610856728,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
SUZ12,ES2,0.3764171350300609,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
TXN,ES2,0.27672919846600463,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
XBP,ES2,0.37759131579939864,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
YAP1,ES2,0.8050046242905018,replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
AKT1,ES2,0.4396285646612126,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
ARID1B,ES2,0.3704113905888585,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
ATF4,ES2,0.2165061507866181,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
ATP50,ES2,0.3643565548416121,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
AURKB,ES2,0.5916730151598077,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
BCL2,ES2,0.2594686497982725,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
BCL2L2,ES2,0.19107361344026141,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
BRAF,ES2,0.4921865043253906,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
BRAF1,ES2,0.09019859035517148,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
BRCA1,ES2,0.2359336828837244,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
BRD4,ES2,0.2550625070147768,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
CCND1,ES2,0.234786536690572,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
CCNE1,ES2,0.4005448713653388,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
CDK2,ES2,0.40731919304652975,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
CDK4,ES2,0.4108023285189066,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
CHEK2,ES2,0.46023558859627434,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
COX5B,ES2,0.326714522383579,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
CSNK1A1,ES2,0.3276511339737258,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
CTNNB1,ES2,0.38798710753733767,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
Chr2,ES2,0.11216767483096426,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
DOT1L,ES2,0.2789650927471574,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
EGFR,ES2,0.3192863558267268,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
EGLN1,ES2,0.27062116220013466,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
EMPTY,ES2,0.12938210954724796,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
ERBB2,ES2,0.24032411233976853,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
ERBB3,ES2,0.3890129734817587,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
EZH2,ES2,0.22597868370931484,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
GLS,ES2,0.29467998662715106,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
GPX4,ES2,0.17468039507459854,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
HIF1a,ES2,0.19666896271148432,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
ITGAV,ES2,0.25453220413497785,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
JAK3,ES2,0.2624616478803153,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
KIF11,ES2,0.2159844250972237,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
KRAS,ES2,0.35765116048968243,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
LacZ,ES2,0.12052222146577238,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
Luc,ES2,0.20978470755622175,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
MAPK1,ES2,0.250844004099923,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
MCL1,ES2,0.3356655802910432,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
MTOR,ES2,0.36192648917105125,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
MYC,ES2,0.19730445373949027,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
ORC4,ES2,0.15723497232841988,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
PIK3CA,ES2,0.31691191977772426,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
POLR2D,ES2,0.19767635166620529,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
PPIB,ES2,0.11555709931912567,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
PRDX1,ES2,0.3023409850466407,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
PSMA1,ES2,0.1016935222801798,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
PTK2,ES2,0.2666137179135989,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
RAC1,ES2,0.30470571503597066,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
RAF1,ES2,0.3047262496084625,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
RHOA,ES2,0.46268026232228887,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
SDHB,ES2,0.35464540442393566,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
SLC2A1,ES2,0.4415340197120553,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
SLC2A2,ES2,0.5377551823246289,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
SMARCB1,ES2,0.1962806674142598,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
STAT3,ES2,0.31762807023983675,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
SUZ12,ES2,0.2812373643239926,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
TXN,ES2,0.23210492074627748,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
XBP,ES2,0.3192033451531716,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
YAP1,ES2,0.2987294513250936,non_replicate,0.95,10,pearson,all,"Metadata_gene_name,Metadata_cell_line"
