Image_Metadata_Well	SQ00014618	gene_name	pert_name	broad_sample	cell_line
D21	2207	PPIB	PPIB-1		HCC44
D22	2320	LacZ	LacZ-2	BRDN0000585793	HCC44
D23	2205	EMPTY	EMPTY		HCC44
D24	2428	LacZ	LacZ-2	BRDN0000585793	HCC44
E01	2681	JAK3	JAK3-2	BRDN0001065702	HCC44
E02	1748	COX5B	COX5B-2		HCC44
E03	431	KIF11	KIF11-1	BRDN0000734411	HCC44
E04	2561	COX5B	COX5B-1		HCC44
E05	586	KIF11	KIF11-2	BRDN0000734657	HCC44
E06	1186	CDK2	CDK2-2		HCC44
E07	2480	MTOR	MTOR-1	BRDN0000734637	HCC44
E08	1617	CDK2	CDK2-1		HCC44
E09	2326	MTOR	MTOR-2	BRDN0000734053	HCC44
E10	1848	CCNE1	CCNE1-2		HCC44
E11	2112	PIK3CA	PIK3CA-1	BRDN0001054759	HCC44
E12	1926	CCNE1	CCNE1-1		HCC44
E13	2593	PIK3CA	PIK3CA-2	BRDN0001054804	HCC44
E14	2063	CCND1	CCND1-2		HCC44
E15	2466	RAC1	RAC1-1	BRDN0001062183	HCC44
E16	2371	CCND1	CCND1-1		HCC44
E17	2606	RAC1	RAC1-2	BRDN0001062199	HCC44
E18	2199	BRCA1	BRCA1-2		HCC44
E19	2789	RHOA	RHOA-1	BRDN0000990371	HCC44
E20	2094	BRCA1	BRCA1-1		HCC44
E21	2277	RHOA	RHOA-2	BRDN0000990437	HCC44
E22	2273	BCL2L2	BCL2L2-2		HCC44
E23	2298	SDHB	SDHB-1	BRDN0000986589	HCC44
E24	2015	BCL2L2	BCL2L2-1		HCC44
F01	945	POLR2D	POLR2D-1		HCC44
F02	2782	EMPTY	EMPTY		HCC44
F03	2182	Chr2	Chr2-3		HCC44
F04	1966	PPIB	PPIB-2		HCC44
F05	2262	ORC4	ORC4-2		HCC44
F06	2207	Chr2	Chr2-6		HCC44
F07	2422	Chr2	Chr2-6		HCC44
F08	2190	ORC4	ORC4-2		HCC44
F09	2428	RAF1	RAF1-1		HCC44
F10	2098	Chr2	Chr2-3		HCC44
F11	2340	RAF1	RAF1-2		HCC44
F12	731	POLR2D	POLR2D-1		HCC44
F13	2058	Chr2	Chr2-1		HCC44
F14	2125	XBP	XBP-2		HCC44
F15	868	POLR2D	POLR2D-2		HCC44
F16	2428	XBP	XBP-1		HCC44
F17	2297	Chr2	Chr2-4		HCC44
F18	936	PSMA1	PSMA1-2		HCC44
F19	752	PSMA1	PSMA1-1		HCC44
F20	2175	Chr2	Chr2-5		HCC44
F21	2272	EMPTY	EMPTY		HCC44
F22	2317	ORC4	ORC4-1		HCC44
F23	2537	PPIB	PPIB-1		HCC44
F24	2096	Chr2	Chr2-2		HCC44
G01	1902	SDHB	SDHB-2	BRDN0000986593	HCC44
G02	2146	BCL2	BCL2-2		HCC44
G03	2505	SMARCB1	SMARCB1-1	BRDN0001062203	HCC44
G04	2249	BCL2	BCL2-1		HCC44
G05	2787	SMARCB1	SMARCB1-2	BRDN0001062218	HCC44
G06	1753	AURKB	AURKB-2		HCC44
G07	2454	STAT3	STAT3-1	BRDN0001063739	HCC44
G08	2168	CDK4	CDK4-3		HCC44
G09	2214	STAT3	STAT3-2	BRDN0000579974	HCC44
G10	1965	ATP50	ATP50-2		HCC44
G11	2329	SUZ12	SUZ12-1	BRDN0001057351	HCC44
G12	2045	ATP50	ATP50-1		HCC44
G13	2227	SUZ12	SUZ12-2	BRDN0001057661	HCC44
G14	2306	ATF4	ATF4-2		HCC44
G15	2592	EZH2	EZH2-1	BRDN0000733051	HCC44
G16	1649	ATF4	ATF4-1		HCC44
G17	2570	EZH2	EZH2-2	BRDN0000733144	HCC44
G18	2496	ARID1B	ARID1B-2		HCC44
G19	2051	PTK2	PTK2-1	BRDN0000990543	HCC44
G20	2364	ARID1B	ARID1B-1		HCC44
G21	2204	PTK2	PTK2-2	BRDN0000990405	HCC44
G22	2484	EMPTY	EMPTY		HCC44
G23	2286	EMPTY	EMPTY		HCC44
G24	2456	EMPTY	EMPTY		HCC44
H01	837	POLR2D	POLR2D-1		HCC44
H02	1349	EMPTY	EMPTY		HCC44
H03	2091	Chr2	Chr2-3		HCC44
H04	1944	PPIB	PPIB-2		HCC44
H05	2120	ORC4	ORC4-2		HCC44
H06	2245	Chr2	Chr2-6		HCC44
H07	2074	Chr2	Chr2-6		HCC44
H08	2388	ORC4	ORC4-2		HCC44
H09	2215	SLC2A1	SLC2A1-1		HCC44
H10	2152	Chr2	Chr2-3		HCC44
H11	2183	SLC2A2	SLC2A2-2		HCC44
H12	800	POLR2D	POLR2D-1		HCC44
H13	2114	Chr2	Chr2-1		HCC44
H14	2465	TXN	TXN-2		HCC44
H15	856	POLR2D	POLR2D-2		HCC44
H16	2189	TXN	TXN-1		HCC44
H17	2366	Chr2	Chr2-4		HCC44
H18	966	PSMA1	PSMA1-2		HCC44
H19	807	PSMA1	PSMA1-1		HCC44
H20	2142	Chr2	Chr2-5		HCC44
H21	1267	EMPTY	EMPTY		HCC44
H22	1971	ORC4	ORC4-1		HCC44
H23	2232	PPIB	PPIB-1		HCC44
H24	2469	Chr2	Chr2-2		HCC44
I01	2099	EMPTY	EMPTY		HCC44
I02	2344	EMPTY	EMPTY		HCC44
I03	2339	EMPTY	EMPTY		HCC44
I04	2064	PTK2	PTK2-2	BRDN0000990405	HCC44
I05	2401	ARID1B	ARID1B-1		HCC44
I06	2406	PTK2	PTK2-1	BRDN0000990543	HCC44
I07	2421	ARID1B	ARID1B-2		HCC44
I08	2106	EZH2	EZH2-2	BRDN0000733144	HCC44
I09	1702	ATF4	ATF4-1		HCC44
I10	2549	EZH2	EZH2-1	BRDN0000733051	HCC44
I11	2471	ATF4	ATF4-2		HCC44
I12	2120	SUZ12	SUZ12-2	BRDN0001057661	HCC44
I13	2615	ATP50	ATP50-1		HCC44
I14	1911	SUZ12	SUZ12-1	BRDN0001057351	HCC44
I15	2220	ATP50	ATP50-2		HCC44
I16	1787	STAT3	STAT3-2	BRDN0000579974	HCC44
I17	2450	CDK4	CDK4-3		HCC44
I18	2155	STAT3	STAT3-1	BRDN0001063739	HCC44
I19	2191	AURKB	AURKB-2		HCC44
I20	2054	SMARCB1	SMARCB1-2	BRDN0001062218	HCC44
I21	2421	BCL2	BCL2-1		HCC44
I22	1844	SMARCB1	SMARCB1-1	BRDN0001062203	HCC44
I23	2340	BCL2	BCL2-2		HCC44
I24	1666	SDHB	SDHB-2	BRDN0000986593	HCC44
J01	1890	Chr2	Chr2-2		HCC44
J02	2670	PPIB	PPIB-1		HCC44
J03	2129	ORC4	ORC4-1		HCC44
J04	2555	EMPTY	EMPTY		HCC44
J05	2288	Chr2	Chr2-5		HCC44
J06	1145	PSMA1	PSMA1-1		HCC44
J07	977	PSMA1	PSMA1-2		HCC44
J08	2467	Chr2	Chr2-4		HCC44
J09	2067	TXN	TXN-1		HCC44
J10	1082	POLR2D	POLR2D-2		HCC44
J11	2327	TXN	TXN-2		HCC44
J12	2059	Chr2	Chr2-1		HCC44
J13	973	POLR2D	POLR2D-1		HCC44
J14	2590	SLC2A2	SLC2A2-2		HCC44
J15	1926	Chr2	Chr2-3		HCC44
J16	2175	SLC2A1	SLC2A1-1		HCC44
J17	2368	ORC4	ORC4-2		HCC44
J18	2081	Chr2	Chr2-6		HCC44
J19	2224	Chr2	Chr2-6		HCC44
J20	2226	ORC4	ORC4-2		HCC44
J21	2087	PPIB	PPIB-2		HCC44
J22	1796	Chr2	Chr2-3		HCC44
J23	2119	EMPTY	EMPTY		HCC44
J24	1117	POLR2D	POLR2D-1		HCC44
K01	1917	BCL2L2	BCL2L2-1		HCC44
K02	1895	SDHB	SDHB-1	BRDN0000986589	HCC44
K03	2537	BCL2L2	BCL2L2-2		HCC44
K04	2431	RHOA	RHOA-2	BRDN0000990437	HCC44
K05	2360	BRCA1	BRCA1-1		HCC44
K06	2587	RHOA	RHOA-1	BRDN0000990371	HCC44
K07	2156	BRCA1	BRCA1-2		HCC44
K08	2569	RAC1	RAC1-2	BRDN0001062199	HCC44
K09	2334	CCND1	CCND1-1		HCC44
K10	2468	RAC1	RAC1-1	BRDN0001062183	HCC44
K11	2287	CCND1	CCND1-2		HCC44
K12	2157	PIK3CA	PIK3CA-2	BRDN0001054804	HCC44
K13	1855	CCNE1	CCNE1-1		HCC44
K14	2089	PIK3CA	PIK3CA-1	BRDN0001054759	HCC44
K15	2042	CCNE1	CCNE1-2		HCC44
K16	2265	MTOR	MTOR-2	BRDN0000734053	HCC44
K17	1985	CDK2	CDK2-1		HCC44
K18	1977	MTOR	MTOR-1	BRDN0000734637	HCC44
K19	1450	CDK2	CDK2-2		HCC44
K20	521	KIF11	KIF11-2	BRDN0000734657	HCC44
K21	2393	COX5B	COX5B-1		HCC44
K22	256	KIF11	KIF11-1	BRDN0000734411	HCC44
K23	1914	COX5B	COX5B-2		HCC44
K24	2444	JAK3	JAK3-2	BRDN0001065702	HCC44
L01	2264	Chr2	Chr2-2		HCC44
L02	2459	PPIB	PPIB-1		HCC44
L03	2513	ORC4	ORC4-1		HCC44
L04	2237	EMPTY	EMPTY		HCC44
L05	2425	Chr2	Chr2-5		HCC44
L06	1298	PSMA1	PSMA1-1		HCC44
L07	921	PSMA1	PSMA1-2		HCC44
L08	2546	Chr2	Chr2-4		HCC44
L09	2330	XBP	XBP-1		HCC44
L10	995	POLR2D	POLR2D-2		HCC44
L11	2577	XBP	XBP-2		HCC44
L12	2261	Chr2	Chr2-1		HCC44
L13	710	POLR2D	POLR2D-1		HCC44
L14	2388	RAF1	RAF1-2		HCC44
L15	2150	Chr2	Chr2-3		HCC44
L16	2405	RAF1	RAF1-1		HCC44
L17	2258	ORC4	ORC4-2		HCC44
L18	1934	Chr2	Chr2-6		HCC44
L19	2587	Chr2	Chr2-6		HCC44
L20	2522	ORC4	ORC4-2		HCC44
L21	1967	PPIB	PPIB-2		HCC44
L22	2239	Chr2	Chr2-3		HCC44
L23	1999	EMPTY	EMPTY		HCC44
L24	1256	POLR2D	POLR2D-1		HCC44
M01	2075	EGLN1	EGLN1-8		HCC44
M02	2273	JAK3	JAK3-1	BRDN0001065886	HCC44
M03	2120	EGLN1	EGLN1-9		HCC44
M04	1067	ITGAV	ITGAV-2	BRDN0001052667	HCC44
M05	2420	ERBB2	ERBB2-1		HCC44
M06	1318	ITGAV	ITGAV-1	BRDN0001052092	HCC44
M07	2096	ERBB2	ERBB2-2		HCC44
M08	2389	ERBB3	ERBB3-2	BRDN0001054867	HCC44
M09	2184	EMPTY	EMPTY		HCC44
M10	2099	ERBB3	ERBB3-1	BRDN0001054818	HCC44
M11	2475	EMPTY	EMPTY		HCC44
M12	2094	EGFR	EGFR-2	BRDN0001054761	HCC44
M13	2277	GLS	GLS-1		HCC44
M14	2609	EGFR	EGFR-1	BRDN0001054960	HCC44
M15	2162	GLS	GLS-2		HCC44
M16	2403	DOT1L	DOT1L-2	BRDN0001057286	HCC44
M17	2503	GPX4	GPX4-1		HCC44
M18	2359	DOT1L	DOT1L-1	BRDN0001057300	HCC44
M19	2539	GPX4	GPX4-2		HCC44
M20	2198	CTNNB1	CTNNB1-2	BRDN0000579714	HCC44
M21	2247	HIF1a	HIF1a-1		HCC44
M22	2085	CTNNB1	CTNNB1-1	BRDN0001065286	HCC44
M23	2312	HIF1a	HIF1a-2		HCC44
M24	2589	CSNK1A1	CSNK1A1-2	BRDN0000585480	HCC44
N01	2329	LacZ	LacZ-2	BRDN0000585793	HCC44
N02	2174	EMPTY	EMPTY		HCC44
N03	2370	LacZ	LacZ-2	BRDN0000585793	HCC44
N04	2298	PPIB	PPIB-1		HCC44
N05	2402	EMPTY	EMPTY		HCC44
N06	2447	EMPTY	EMPTY		HCC44
N07	2440	EMPTY	EMPTY		HCC44
N08	2329	EMPTY	EMPTY		HCC44
N09	2338	YAP1	YAP1-1		HCC44
N10	2356	Luc	Luc-2	BRDN0000585515	HCC44
N11	2452	YAP1	YAP1-2		HCC44
N12	2484	Luc	Luc-1	BRDN0000585635	HCC44
N13	2340	Chr2	Chr2-2		HCC44
N14	2268	PRDX1	PRDX1-2		HCC44
N15	2320	ORC4	ORC4-1		HCC44
N16	2392	PRDX1	PRDX1-1		HCC44
N17	2230	Chr2	Chr2-5		HCC44
N18	1311	PSMA1	PSMA1-1		HCC44
N19	1075	PSMA1	PSMA1-2		HCC44
N20	2534	Chr2	Chr2-4		HCC44
N21	2335	EMPTY	EMPTY		HCC44
N22	937	POLR2D	POLR2D-2		HCC44
N23	2092	PPIB	PPIB-2		HCC44
N24	2339	Chr2	Chr2-1		HCC44
O01	1794	KRAS	KRAS-1		HCC44
O02	2535	CSNK1A1	CSNK1A1-1	BRDN0001065659	HCC44
O03	1982	KRAS	KRAS-2A		HCC44
O04	2476	CHEK2	CHEK2-2	BRDN0000585854	HCC44
O05	2109	MAPK1	MAPK1-1		HCC44
O06	2530	CHEK2	CHEK2-1	BRDN0000586287	HCC44
O07	2205	MAPK1	MAPK1-2		HCC44
O08	2177	CDK4	CDK4-2	BRDN0001053895	HCC44
O09	2272	BCL2L2	BCL2L2-4		HCC44
O10	1975	CDK4	CDK4-1	BRDN0001053869	HCC44
O11	2119	MCL1	MCL1-2		HCC44
O12	1575	BRD4	BRD4-2	BRDN0000733577	HCC44
O13	1010	MYC	MYC-1		HCC44
O14	2123	BRD4	BRD4-1	BRDN0000733514	HCC44
O15	1117	MYC	MYC-2		HCC44
O16	2116	BRAF	BRAF-2	BRDN0000986702	HCC44
O17	2306	EMPTY	EMPTY		HCC44
O18	2373	BRAF1	BRAF1-1	BRDN0000986682	HCC44
O19	2478	EMPTY	EMPTY		HCC44
O20	2131	AKT1	AKT1-2	BRDN0001055115	HCC44
O21	2158	KRAS	KRAS-2B		HCC44
O22	2099	AKT1	AKT1-1	BRDN0001054908	HCC44
O23	2186	MCL1	MCL1-5		HCC44
O24	2577	EMPTY	EMPTY		HCC44
P01	2103	LacZ	LacZ-3	BRDN0000585800	HCC44
P02	2128	EMPTY	EMPTY		HCC44
P03	2211	LacZ	LacZ-3	BRDN0000585800	HCC44
P04	1998	PPIB	PPIB-1		HCC44
P05	2494	EMPTY	EMPTY		HCC44
P06	2463	EMPTY	EMPTY		HCC44
P07	2252	EMPTY	EMPTY		HCC44
P08	2552	EMPTY	EMPTY		HCC44
P09	2436	EMPTY	EMPTY		HCC44
P10	2255	Luc	Luc-2	BRDN0000585515	HCC44
P11	2639	EMPTY	EMPTY		HCC44
P12	2507	Luc	Luc-1	BRDN0000585635	HCC44
P13	2344	Chr2	Chr2-2		HCC44
P14	2479	EMPTY	EMPTY		HCC44
P15	2095	ORC4	ORC4-1		HCC44
P16	2407	EMPTY	EMPTY		HCC44
P17	2248	Chr2	Chr2-5		HCC44
P18	1424	PSMA1	PSMA1-1		HCC44
P19	1081	PSMA1	PSMA1-2		HCC44
P20	2422	Chr2	Chr2-4		HCC44
P21	2306	EMPTY	EMPTY		HCC44
P22	1054	POLR2D	POLR2D-2		HCC44
P23	1980	PPIB	PPIB-2		HCC44
P24	2044	Chr2	Chr2-1		HCC44
