Metadata_gene_name	Metadata_pert_name	Metadata_cell_line	n_measurements_paint	data_type_paint	Metadata_Plate	n_measurements_health	data_type_health
ATP50	ATP50-2	A549	8	cell_painting	SQ00014610	4	cell_health
ATP50	ATP50-2	A549	8	cell_painting	SQ00014610	4	cell_health
ATP50	ATP50-2	A549	8	cell_painting	SQ00014612	4	cell_health
ATP50	ATP50-2	A549	8	cell_painting	SQ00014612	4	cell_health
AURKB	AURKB-2	A549	8	cell_painting	SQ00014611	4	cell_health
AURKB	AURKB-2	A549	8	cell_painting	SQ00014611	4	cell_health
AURKB	AURKB-2	A549	8	cell_painting	SQ00014610	4	cell_health
AURKB	AURKB-2	A549	8	cell_painting	SQ00014610	4	cell_health
AURKB	AURKB-2	A549	8	cell_painting	SQ00014610	4	cell_health
AURKB	AURKB-2	A549	8	cell_painting	SQ00014610	4	cell_health
AURKB	AURKB-2	A549	8	cell_painting	SQ00014612	4	cell_health
AURKB	AURKB-2	A549	8	cell_painting	SQ00014612	4	cell_health
BCL2	BCL2-1	A549	8	cell_painting	SQ00014611	4	cell_health
BCL2	BCL2-1	A549	8	cell_painting	SQ00014611	4	cell_health
BCL2	BCL2-1	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2	BCL2-1	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2	BCL2-1	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2	BCL2-1	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2	BCL2-1	A549	8	cell_painting	SQ00014612	4	cell_health
BCL2	BCL2-1	A549	8	cell_painting	SQ00014612	4	cell_health
BCL2	BCL2-2	A549	8	cell_painting	SQ00014611	4	cell_health
BCL2	BCL2-2	A549	8	cell_painting	SQ00014611	4	cell_health
BCL2	BCL2-2	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2	BCL2-2	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2	BCL2-2	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2	BCL2-2	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2	BCL2-2	A549	8	cell_painting	SQ00014612	4	cell_health
BCL2	BCL2-2	A549	8	cell_painting	SQ00014612	4	cell_health
BCL2L2	BCL2L2-1	A549	8	cell_painting	SQ00014611	4	cell_health
BCL2L2	BCL2L2-1	A549	8	cell_painting	SQ00014611	4	cell_health
BCL2L2	BCL2L2-1	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2L2	BCL2L2-1	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2L2	BCL2L2-1	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2L2	BCL2L2-1	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2L2	BCL2L2-1	A549	8	cell_painting	SQ00014612	4	cell_health
BCL2L2	BCL2L2-1	A549	8	cell_painting	SQ00014612	4	cell_health
BCL2L2	BCL2L2-2	A549	8	cell_painting	SQ00014611	4	cell_health
BCL2L2	BCL2L2-2	A549	8	cell_painting	SQ00014611	4	cell_health
BCL2L2	BCL2L2-2	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2L2	BCL2L2-2	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2L2	BCL2L2-2	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2L2	BCL2L2-2	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2L2	BCL2L2-2	A549	8	cell_painting	SQ00014612	4	cell_health
BCL2L2	BCL2L2-2	A549	8	cell_painting	SQ00014612	4	cell_health
BCL2L2	BCL2L2-4	A549	8	cell_painting	SQ00014611	4	cell_health
BCL2L2	BCL2L2-4	A549	8	cell_painting	SQ00014611	4	cell_health
BCL2L2	BCL2L2-4	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2L2	BCL2L2-4	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2L2	BCL2L2-4	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2L2	BCL2L2-4	A549	8	cell_painting	SQ00014610	4	cell_health
BCL2L2	BCL2L2-4	A549	8	cell_painting	SQ00014612	4	cell_health
BCL2L2	BCL2L2-4	A549	8	cell_painting	SQ00014612	4	cell_health
BRAF	BRAF-2	A549	8	cell_painting	SQ00014611	4	cell_health
BRAF	BRAF-2	A549	8	cell_painting	SQ00014611	4	cell_health
BRAF	BRAF-2	A549	8	cell_painting	SQ00014610	4	cell_health
BRAF	BRAF-2	A549	8	cell_painting	SQ00014610	4	cell_health
BRAF	BRAF-2	A549	8	cell_painting	SQ00014610	4	cell_health
BRAF	BRAF-2	A549	8	cell_painting	SQ00014610	4	cell_health
BRAF	BRAF-2	A549	8	cell_painting	SQ00014612	4	cell_health
BRAF	BRAF-2	A549	8	cell_painting	SQ00014612	4	cell_health
BRAF1	BRAF1-1	A549	8	cell_painting	SQ00014611	4	cell_health
BRAF1	BRAF1-1	A549	8	cell_painting	SQ00014611	4	cell_health
BRAF1	BRAF1-1	A549	8	cell_painting	SQ00014610	4	cell_health
BRAF1	BRAF1-1	A549	8	cell_painting	SQ00014610	4	cell_health
BRAF1	BRAF1-1	A549	8	cell_painting	SQ00014610	4	cell_health
BRAF1	BRAF1-1	A549	8	cell_painting	SQ00014610	4	cell_health
BRAF1	BRAF1-1	A549	8	cell_painting	SQ00014612	4	cell_health
BRAF1	BRAF1-1	A549	8	cell_painting	SQ00014612	4	cell_health
BRCA1	BRCA1-1	A549	8	cell_painting	SQ00014611	4	cell_health
BRCA1	BRCA1-1	A549	8	cell_painting	SQ00014611	4	cell_health
BRCA1	BRCA1-1	A549	8	cell_painting	SQ00014610	4	cell_health
BRCA1	BRCA1-1	A549	8	cell_painting	SQ00014610	4	cell_health
BRCA1	BRCA1-1	A549	8	cell_painting	SQ00014610	4	cell_health
BRCA1	BRCA1-1	A549	8	cell_painting	SQ00014610	4	cell_health
BRCA1	BRCA1-1	A549	8	cell_painting	SQ00014612	4	cell_health
BRCA1	BRCA1-1	A549	8	cell_painting	SQ00014612	4	cell_health
BRCA1	BRCA1-2	A549	8	cell_painting	SQ00014611	4	cell_health
BRCA1	BRCA1-2	A549	8	cell_painting	SQ00014611	4	cell_health
BRCA1	BRCA1-2	A549	8	cell_painting	SQ00014610	4	cell_health
BRCA1	BRCA1-2	A549	8	cell_painting	SQ00014610	4	cell_health
BRCA1	BRCA1-2	A549	8	cell_painting	SQ00014610	4	cell_health
BRCA1	BRCA1-2	A549	8	cell_painting	SQ00014610	4	cell_health
BRCA1	BRCA1-2	A549	8	cell_painting	SQ00014612	4	cell_health
BRCA1	BRCA1-2	A549	8	cell_painting	SQ00014612	4	cell_health
BRD4	BRD4-1	A549	8	cell_painting	SQ00014611	4	cell_health
BRD4	BRD4-1	A549	8	cell_painting	SQ00014611	4	cell_health
BRD4	BRD4-1	A549	8	cell_painting	SQ00014610	4	cell_health
BRD4	BRD4-1	A549	8	cell_painting	SQ00014610	4	cell_health
BRD4	BRD4-1	A549	8	cell_painting	SQ00014610	4	cell_health
BRD4	BRD4-1	A549	8	cell_painting	SQ00014610	4	cell_health
BRD4	BRD4-1	A549	8	cell_painting	SQ00014612	4	cell_health
BRD4	BRD4-1	A549	8	cell_painting	SQ00014612	4	cell_health
BRD4	BRD4-2	A549	8	cell_painting	SQ00014611	4	cell_health
BRD4	BRD4-2	A549	8	cell_painting	SQ00014611	4	cell_health
BRD4	BRD4-2	A549	8	cell_painting	SQ00014610	4	cell_health
BRD4	BRD4-2	A549	8	cell_painting	SQ00014610	4	cell_health
BRD4	BRD4-2	A549	8	cell_painting	SQ00014610	4	cell_health
BRD4	BRD4-2	A549	8	cell_painting	SQ00014610	4	cell_health
BRD4	BRD4-2	A549	8	cell_painting	SQ00014612	4	cell_health
BRD4	BRD4-2	A549	8	cell_painting	SQ00014612	4	cell_health
CCND1	CCND1-1	A549	8	cell_painting	SQ00014611	4	cell_health
CCND1	CCND1-1	A549	8	cell_painting	SQ00014611	4	cell_health
CCND1	CCND1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CCND1	CCND1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CCND1	CCND1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CCND1	CCND1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CCND1	CCND1-1	A549	8	cell_painting	SQ00014612	4	cell_health
CCND1	CCND1-1	A549	8	cell_painting	SQ00014612	4	cell_health
CCND1	CCND1-2	A549	8	cell_painting	SQ00014611	4	cell_health
CCND1	CCND1-2	A549	8	cell_painting	SQ00014611	4	cell_health
CCND1	CCND1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CCND1	CCND1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CCND1	CCND1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CCND1	CCND1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CCND1	CCND1-2	A549	8	cell_painting	SQ00014612	4	cell_health
CCND1	CCND1-2	A549	8	cell_painting	SQ00014612	4	cell_health
CCNE1	CCNE1-1	A549	8	cell_painting	SQ00014611	4	cell_health
CCNE1	CCNE1-1	A549	8	cell_painting	SQ00014611	4	cell_health
CCNE1	CCNE1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CCNE1	CCNE1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CCNE1	CCNE1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CCNE1	CCNE1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CCNE1	CCNE1-1	A549	8	cell_painting	SQ00014612	4	cell_health
CCNE1	CCNE1-1	A549	8	cell_painting	SQ00014612	4	cell_health
CCNE1	CCNE1-2	A549	8	cell_painting	SQ00014611	4	cell_health
CCNE1	CCNE1-2	A549	8	cell_painting	SQ00014611	4	cell_health
CCNE1	CCNE1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CCNE1	CCNE1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CCNE1	CCNE1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CCNE1	CCNE1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CCNE1	CCNE1-2	A549	8	cell_painting	SQ00014612	4	cell_health
CCNE1	CCNE1-2	A549	8	cell_painting	SQ00014612	4	cell_health
CDK2	CDK2-1	A549	8	cell_painting	SQ00014611	4	cell_health
CDK2	CDK2-1	A549	8	cell_painting	SQ00014611	4	cell_health
CDK2	CDK2-1	A549	8	cell_painting	SQ00014610	4	cell_health
CDK2	CDK2-1	A549	8	cell_painting	SQ00014610	4	cell_health
CDK2	CDK2-1	A549	8	cell_painting	SQ00014610	4	cell_health
CDK2	CDK2-1	A549	8	cell_painting	SQ00014610	4	cell_health
CDK2	CDK2-1	A549	8	cell_painting	SQ00014612	4	cell_health
CDK2	CDK2-1	A549	8	cell_painting	SQ00014612	4	cell_health
CDK2	CDK2-2	A549	8	cell_painting	SQ00014611	4	cell_health
CDK2	CDK2-2	A549	8	cell_painting	SQ00014611	4	cell_health
CDK2	CDK2-2	A549	8	cell_painting	SQ00014610	4	cell_health
CDK2	CDK2-2	A549	8	cell_painting	SQ00014610	4	cell_health
CDK2	CDK2-2	A549	8	cell_painting	SQ00014610	4	cell_health
CDK2	CDK2-2	A549	8	cell_painting	SQ00014610	4	cell_health
CDK2	CDK2-2	A549	8	cell_painting	SQ00014612	4	cell_health
CDK2	CDK2-2	A549	8	cell_painting	SQ00014612	4	cell_health
CDK4	CDK4-1	A549	8	cell_painting	SQ00014611	4	cell_health
CDK4	CDK4-1	A549	8	cell_painting	SQ00014611	4	cell_health
CDK4	CDK4-1	A549	8	cell_painting	SQ00014610	4	cell_health
CDK4	CDK4-1	A549	8	cell_painting	SQ00014610	4	cell_health
CDK4	CDK4-1	A549	8	cell_painting	SQ00014610	4	cell_health
CDK4	CDK4-1	A549	8	cell_painting	SQ00014610	4	cell_health
CDK4	CDK4-1	A549	8	cell_painting	SQ00014612	4	cell_health
CDK4	CDK4-1	A549	8	cell_painting	SQ00014612	4	cell_health
CDK4	CDK4-2	A549	8	cell_painting	SQ00014611	4	cell_health
CDK4	CDK4-2	A549	8	cell_painting	SQ00014611	4	cell_health
CDK4	CDK4-2	A549	8	cell_painting	SQ00014610	4	cell_health
CDK4	CDK4-2	A549	8	cell_painting	SQ00014610	4	cell_health
CDK4	CDK4-2	A549	8	cell_painting	SQ00014610	4	cell_health
CDK4	CDK4-2	A549	8	cell_painting	SQ00014610	4	cell_health
CDK4	CDK4-2	A549	8	cell_painting	SQ00014612	4	cell_health
CDK4	CDK4-2	A549	8	cell_painting	SQ00014612	4	cell_health
CDK4	CDK4-3	A549	8	cell_painting	SQ00014611	4	cell_health
CDK4	CDK4-3	A549	8	cell_painting	SQ00014611	4	cell_health
CDK4	CDK4-3	A549	8	cell_painting	SQ00014610	4	cell_health
CDK4	CDK4-3	A549	8	cell_painting	SQ00014610	4	cell_health
CDK4	CDK4-3	A549	8	cell_painting	SQ00014610	4	cell_health
CDK4	CDK4-3	A549	8	cell_painting	SQ00014610	4	cell_health
CDK4	CDK4-3	A549	8	cell_painting	SQ00014612	4	cell_health
CDK4	CDK4-3	A549	8	cell_painting	SQ00014612	4	cell_health
CHEK2	CHEK2-1	A549	8	cell_painting	SQ00014611	4	cell_health
CHEK2	CHEK2-1	A549	8	cell_painting	SQ00014611	4	cell_health
CHEK2	CHEK2-1	A549	8	cell_painting	SQ00014610	4	cell_health
CHEK2	CHEK2-1	A549	8	cell_painting	SQ00014610	4	cell_health
CHEK2	CHEK2-1	A549	8	cell_painting	SQ00014610	4	cell_health
CHEK2	CHEK2-1	A549	8	cell_painting	SQ00014610	4	cell_health
CHEK2	CHEK2-1	A549	8	cell_painting	SQ00014612	4	cell_health
CHEK2	CHEK2-1	A549	8	cell_painting	SQ00014612	4	cell_health
CHEK2	CHEK2-2	A549	8	cell_painting	SQ00014611	4	cell_health
CHEK2	CHEK2-2	A549	8	cell_painting	SQ00014611	4	cell_health
CHEK2	CHEK2-2	A549	8	cell_painting	SQ00014610	4	cell_health
CHEK2	CHEK2-2	A549	8	cell_painting	SQ00014610	4	cell_health
CHEK2	CHEK2-2	A549	8	cell_painting	SQ00014610	4	cell_health
CHEK2	CHEK2-2	A549	8	cell_painting	SQ00014610	4	cell_health
CHEK2	CHEK2-2	A549	8	cell_painting	SQ00014612	4	cell_health
CHEK2	CHEK2-2	A549	8	cell_painting	SQ00014612	4	cell_health
COX5B	COX5B-1	A549	8	cell_painting	SQ00014611	4	cell_health
COX5B	COX5B-1	A549	8	cell_painting	SQ00014611	4	cell_health
COX5B	COX5B-1	A549	8	cell_painting	SQ00014610	4	cell_health
COX5B	COX5B-1	A549	8	cell_painting	SQ00014610	4	cell_health
COX5B	COX5B-1	A549	8	cell_painting	SQ00014610	4	cell_health
COX5B	COX5B-1	A549	8	cell_painting	SQ00014610	4	cell_health
COX5B	COX5B-1	A549	8	cell_painting	SQ00014612	4	cell_health
COX5B	COX5B-1	A549	8	cell_painting	SQ00014612	4	cell_health
COX5B	COX5B-2	A549	8	cell_painting	SQ00014611	4	cell_health
COX5B	COX5B-2	A549	8	cell_painting	SQ00014611	4	cell_health
COX5B	COX5B-2	A549	8	cell_painting	SQ00014610	4	cell_health
COX5B	COX5B-2	A549	8	cell_painting	SQ00014610	4	cell_health
COX5B	COX5B-2	A549	8	cell_painting	SQ00014610	4	cell_health
COX5B	COX5B-2	A549	8	cell_painting	SQ00014610	4	cell_health
COX5B	COX5B-2	A549	8	cell_painting	SQ00014612	4	cell_health
COX5B	COX5B-2	A549	8	cell_painting	SQ00014612	4	cell_health
CSNK1A1	CSNK1A1-1	A549	8	cell_painting	SQ00014611	4	cell_health
CSNK1A1	CSNK1A1-1	A549	8	cell_painting	SQ00014611	4	cell_health
CSNK1A1	CSNK1A1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CSNK1A1	CSNK1A1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CSNK1A1	CSNK1A1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CSNK1A1	CSNK1A1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CSNK1A1	CSNK1A1-1	A549	8	cell_painting	SQ00014612	4	cell_health
CSNK1A1	CSNK1A1-1	A549	8	cell_painting	SQ00014612	4	cell_health
CSNK1A1	CSNK1A1-2	A549	8	cell_painting	SQ00014611	4	cell_health
CSNK1A1	CSNK1A1-2	A549	8	cell_painting	SQ00014611	4	cell_health
CSNK1A1	CSNK1A1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CSNK1A1	CSNK1A1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CSNK1A1	CSNK1A1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CSNK1A1	CSNK1A1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CSNK1A1	CSNK1A1-2	A549	8	cell_painting	SQ00014612	4	cell_health
CSNK1A1	CSNK1A1-2	A549	8	cell_painting	SQ00014612	4	cell_health
CTNNB1	CTNNB1-1	A549	8	cell_painting	SQ00014611	4	cell_health
CTNNB1	CTNNB1-1	A549	8	cell_painting	SQ00014611	4	cell_health
CTNNB1	CTNNB1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CTNNB1	CTNNB1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CTNNB1	CTNNB1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CTNNB1	CTNNB1-1	A549	8	cell_painting	SQ00014610	4	cell_health
CTNNB1	CTNNB1-1	A549	8	cell_painting	SQ00014612	4	cell_health
CTNNB1	CTNNB1-1	A549	8	cell_painting	SQ00014612	4	cell_health
CTNNB1	CTNNB1-2	A549	8	cell_painting	SQ00014611	4	cell_health
CTNNB1	CTNNB1-2	A549	8	cell_painting	SQ00014611	4	cell_health
CTNNB1	CTNNB1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CTNNB1	CTNNB1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CTNNB1	CTNNB1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CTNNB1	CTNNB1-2	A549	8	cell_painting	SQ00014610	4	cell_health
CTNNB1	CTNNB1-2	A549	8	cell_painting	SQ00014612	4	cell_health
CTNNB1	CTNNB1-2	A549	8	cell_painting	SQ00014612	4	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-1	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014610	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-2	A549	32	cell_painting	SQ00014612	16	cell_health
Chr2	Chr2-3	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-3	A549	32	cell_painting	SQ00014611	16	cell_health
Chr2	Chr2-3	A549	32	cell_painting	SQ00014611	16	cell_health
