Image_Metadata_Well	SQ00014611	gene_name	pert_name	broad_sample	cell_line
C11	4557	EGFR	EGFR-1	BRDN0001054960	A549
C12	4106	GLS	GLS-1		A549
C13	4063	EGFR	EGFR-2	BRDN0001054761	A549
C14	4140	EMPTY	EMPTY		A549
C15	4228	ERBB3	ERBB3-1	BRDN0001054818	A549
C16	4780	EMPTY	EMPTY		A549
C17	3823	ERBB3	ERBB3-2	BRDN0001054867	A549
C18	2853	ERBB2	ERBB2-2		A549
C19	2556	ITGAV	ITGAV-1	BRDN0001052092	A549
C20	3330	ERBB2	ERBB2-1		A549
C21	1883	ITGAV	ITGAV-2	BRDN0001052667	A549
C22	2676	EGLN1	EGLN1-9		A549
C23	3875	JAK3	JAK3-1	BRDN0001065886	A549
C24	3485	EGLN1	EGLN1-8		A549
D01	4216	Chr2	Chr2-1		A549
D02	3928	PPIB	PPIB-2		A549
D03	2353	POLR2D	POLR2D-2		A549
D04	3955	EMPTY	EMPTY		A549
D05	5312	Chr2	Chr2-4		A549
D06	2319	PSMA1	PSMA1-2		A549
D07	2549	PSMA1	PSMA1-1		A549
D08	4721	Chr2	Chr2-5		A549
D09	4507	PRDX1	PRDX1-1		A549
D10	3899	ORC4	ORC4-1		A549
D11	4371	PRDX1	PRDX1-2		A549
D12	3507	Chr2	Chr2-2		A549
D13	4658	Luc	Luc-1	BRDN0000585635	A549
D14	4307	YAP1	YAP1-2		A549
D15	4638	Luc	Luc-2	BRDN0000585515	A549
D16	4378	YAP1	YAP1-1		A549
D17	4737	EMPTY	EMPTY		A549
D18	4070	EMPTY	EMPTY		A549
D19	4452	EMPTY	EMPTY		A549
D20	2242	EMPTY	EMPTY		A549
D21	3959	PPIB	PPIB-1		A549
D22	4176	LacZ	LacZ-2	BRDN0000585793	A549
D23	3967	EMPTY	EMPTY		A549
D24	4072	LacZ	LacZ-2	BRDN0000585793	A549
E01	4667	JAK3	JAK3-2	BRDN0001065702	A549
E02	2617	COX5B	COX5B-2		A549
E03	2967	KIF11	KIF11-1	BRDN0000734411	A549
E04	3869	COX5B	COX5B-1		A549
E05	2508	KIF11	KIF11-2	BRDN0000734657	A549
E06	2639	CDK2	CDK2-2		A549
E07	4694	MTOR	MTOR-1	BRDN0000734637	A549
E08	2861	CDK2	CDK2-1		A549
E09	4441	MTOR	MTOR-2	BRDN0000734053	A549
E10	2973	CCNE1	CCNE1-2		A549
E11	3758	PIK3CA	PIK3CA-1	BRDN0001054759	A549
E12	2171	CCNE1	CCNE1-1		A549
E13	4166	PIK3CA	PIK3CA-2	BRDN0001054804	A549
E14	1502	CCND1	CCND1-2		A549
E15	5180	RAC1	RAC1-1	BRDN0001062183	A549
E16	2872	CCND1	CCND1-1		A549
E17	3780	RAC1	RAC1-2	BRDN0001062199	A549
E18	3440	BRCA1	BRCA1-2		A549
E19	2988	RHOA	RHOA-1	BRDN0000990371	A549
E20	3208	BRCA1	BRCA1-1		A549
E21	3333	RHOA	RHOA-2	BRDN0000990437	A549
E22	3906	BCL2L2	BCL2L2-2		A549
E23	4165	SDHB	SDHB-1	BRDN0000986589	A549
E24	4069	BCL2L2	BCL2L2-1		A549
F01	3418	POLR2D	POLR2D-1		A549
F02	4841	EMPTY	EMPTY		A549
F03	4280	Chr2	Chr2-3		A549
F04	3451	PPIB	PPIB-2		A549
F05	4621	ORC4	ORC4-2		A549
F06	3761	Chr2	Chr2-6		A549
F07	4572	Chr2	Chr2-6		A549
F08	3581	ORC4	ORC4-2		A549
F09	4233	RAF1	RAF1-1		A549
F10	3230	Chr2	Chr2-3		A549
F11	3993	RAF1	RAF1-2		A549
F12	1988	POLR2D	POLR2D-1		A549
F13	4284	Chr2	Chr2-1		A549
F14	3144	XBP	XBP-2		A549
F15	3397	POLR2D	POLR2D-2		A549
F16	2583	XBP	XBP-1		A549
F17	3834	Chr2	Chr2-4		A549
F18	2741	PSMA1	PSMA1-2		A549
F19	3284	PSMA1	PSMA1-1		A549
F20	4070	Chr2	Chr2-5		A549
F21	4061	EMPTY	EMPTY		A549
F22	4149	ORC4	ORC4-1		A549
F23	4556	PPIB	PPIB-1		A549
F24	3305	Chr2	Chr2-2		A549
G01	4566	SDHB	SDHB-2	BRDN0000986593	A549
G02	3530	BCL2	BCL2-2		A549
G03	4643	SMARCB1	SMARCB1-1	BRDN0001062203	A549
G04	4202	BCL2	BCL2-1		A549
G05	5271	SMARCB1	SMARCB1-2	BRDN0001062218	A549
G06	4008	AURKB	AURKB-2		A549
G07	4636	STAT3	STAT3-1	BRDN0001063739	A549
G08	2638	CDK4	CDK4-3		A549
G09	4132	STAT3	STAT3-2	BRDN0000579974	A549
G10	3149	ATP50	ATP50-2		A549
G11	3827	SUZ12	SUZ12-1	BRDN0001057351	A549
G12	3426	ATP50	ATP50-1		A549
G13	3321	SUZ12	SUZ12-2	BRDN0001057661	A549
G14	1932	ATF4	ATF4-2		A549
G15	3743	EZH2	EZH2-1	BRDN0000733051	A549
G16	1627	ATF4	ATF4-1		A549
G17	3251	EZH2	EZH2-2	BRDN0000733144	A549
G18	3256	ARID1B	ARID1B-2		A549
G19	3109	PTK2	PTK2-1	BRDN0000990543	A549
G20	3216	ARID1B	ARID1B-1		A549
G21	3795	PTK2	PTK2-2	BRDN0000990405	A549
G22	4312	EMPTY	EMPTY		A549
G23	4898	EMPTY	EMPTY		A549
G24	4175	EMPTY	EMPTY		A549
H01	3430	POLR2D	POLR2D-1		A549
H02	1421	EMPTY	EMPTY		A549
H03	5008	Chr2	Chr2-3		A549
H04	3686	PPIB	PPIB-2		A549
H05	5233	ORC4	ORC4-2		A549
H06	3523	Chr2	Chr2-6		A549
H07	4536	Chr2	Chr2-6		A549
H08	3548	ORC4	ORC4-2		A549
H09	3946	SLC2A1	SLC2A1-1		A549
H10	3505	Chr2	Chr2-3		A549
H11	3804	SLC2A2	SLC2A2-2		A549
H12	2061	POLR2D	POLR2D-1		A549
H13	3591	Chr2	Chr2-1		A549
H14	3520	TXN	TXN-2		A549
H15	2582	POLR2D	POLR2D-2		A549
H16	3150	TXN	TXN-1		A549
H17	3763	Chr2	Chr2-4		A549
H18	2168	PSMA1	PSMA1-2		A549
H19	2859	PSMA1	PSMA1-1		A549
H20	4673	Chr2	Chr2-5		A549
H21	2089	EMPTY	EMPTY		A549
H22	3920	ORC4	ORC4-1		A549
H23	3981	PPIB	PPIB-1		A549
H24	3172	Chr2	Chr2-2		A549
I01	5239	EMPTY	EMPTY		A549
I02	4414	EMPTY	EMPTY		A549
I03	5076	EMPTY	EMPTY		A549
I04	3818	PTK2	PTK2-2	BRDN0000990405	A549
I05	4670	ARID1B	ARID1B-1		A549
I06	3083	PTK2	PTK2-1	BRDN0000990543	A549
I07	4126	ARID1B	ARID1B-2		A549
I08	3173	EZH2	EZH2-2	BRDN0000733144	A549
I09	2591	ATF4	ATF4-1		A549
I10	2874	EZH2	EZH2-1	BRDN0000733051	A549
I11	2462	ATF4	ATF4-2		A549
I12	2550	SUZ12	SUZ12-2	BRDN0001057661	A549
I13	3521	ATP50	ATP50-1		A549
I14	2682	SUZ12	SUZ12-1	BRDN0001057351	A549
I15	2609	ATP50	ATP50-2		A549
I16	3691	STAT3	STAT3-2	BRDN0000579974	A549
I17	3344	CDK4	CDK4-3		A549
I18	4018	STAT3	STAT3-1	BRDN0001063739	A549
I19	3655	AURKB	AURKB-2		A549
I20	3198	SMARCB1	SMARCB1-2	BRDN0001062218	A549
I21	3890	BCL2	BCL2-1		A549
I22	3536	SMARCB1	SMARCB1-1	BRDN0001062203	A549
I23	4274	BCL2	BCL2-2		A549
I24	3853	SDHB	SDHB-2	BRDN0000986593	A549
J01	4957	Chr2	Chr2-2		A549
J02	4704	PPIB	PPIB-1		A549
J03	4999	ORC4	ORC4-1		A549
J04	3997	EMPTY	EMPTY		A549
J05	3705	Chr2	Chr2-5		A549
J06	3532	PSMA1	PSMA1-1		A549
J07	3323	PSMA1	PSMA1-2		A549
J08	3808	Chr2	Chr2-4		A549
J09	3419	TXN	TXN-1		A549
J10	2212	POLR2D	POLR2D-2		A549
J11	3934	TXN	TXN-2		A549
J12	4069	Chr2	Chr2-1		A549
J13	2723	POLR2D	POLR2D-1		A549
J14	3518	SLC2A2	SLC2A2-2		A549
J15	2608	Chr2	Chr2-3		A549
J16	3961	SLC2A1	SLC2A1-1		A549
J17	3372	ORC4	ORC4-2		A549
J18	3287	Chr2	Chr2-6		A549
J19	3570	Chr2	Chr2-6		A549
J20	3775	ORC4	ORC4-2		A549
J21	3025	PPIB	PPIB-2		A549
J22	3688	Chr2	Chr2-3		A549
J23	3854	EMPTY	EMPTY		A549
J24	2374	POLR2D	POLR2D-1		A549
K01	5155	BCL2L2	BCL2L2-1		A549
K02	3994	SDHB	SDHB-1	BRDN0000986589	A549
K03	4404	BCL2L2	BCL2L2-2		A549
K04	3757	RHOA	RHOA-2	BRDN0000990437	A549
K05	3575	BRCA1	BRCA1-1		A549
K06	4234	RHOA	RHOA-1	BRDN0000990371	A549
K07	3619	BRCA1	BRCA1-2		A549
K08	3573	RAC1	RAC1-2	BRDN0001062199	A549
K09	4759	CCND1	CCND1-1		A549
K10	4015	RAC1	RAC1-1	BRDN0001062183	A549
K11	1837	CCND1	CCND1-2		A549
K12	4300	PIK3CA	PIK3CA-2	BRDN0001054804	A549
K13	3004	CCNE1	CCNE1-1		A549
K14	3657	PIK3CA	PIK3CA-1	BRDN0001054759	A549
K15	2835	CCNE1	CCNE1-2		A549
K16	3067	MTOR	MTOR-2	BRDN0000734053	A549
K17	3595	CDK2	CDK2-1		A549
K18	3916	MTOR	MTOR-1	BRDN0000734637	A549
K19	2404	CDK2	CDK2-2		A549
K20	1253	KIF11	KIF11-2	BRDN0000734657	A549
K21	3481	COX5B	COX5B-1		A549
K22	1386	KIF11	KIF11-1	BRDN0000734411	A549
K23	3368	COX5B	COX5B-2		A549
K24	4089	JAK3	JAK3-2	BRDN0001065702	A549
L01	4099	Chr2	Chr2-2		A549
L02	3932	PPIB	PPIB-1		A549
L03	4650	ORC4	ORC4-1		A549
L04	3947	EMPTY	EMPTY		A549
L05	4347	Chr2	Chr2-5		A549
L06	3345	PSMA1	PSMA1-1		A549
L07	2511	PSMA1	PSMA1-2		A549
L08	4750	Chr2	Chr2-4		A549
L09	4197	XBP	XBP-1		A549
L10	2863	POLR2D	POLR2D-2		A549
L11	4529	XBP	XBP-2		A549
L12	3681	Chr2	Chr2-1		A549
L13	2009	POLR2D	POLR2D-1		A549
L14	3277	RAF1	RAF1-2		A549
L15	2733	Chr2	Chr2-3		A549
L16	4232	RAF1	RAF1-1		A549
L17	3528	ORC4	ORC4-2		A549
L18	3879	Chr2	Chr2-6		A549
L19	3426	Chr2	Chr2-6		A549
L20	4163	ORC4	ORC4-2		A549
L21	3831	PPIB	PPIB-2		A549
L22	3966	Chr2	Chr2-3		A549
L23	3787	EMPTY	EMPTY		A549
L24	2415	POLR2D	POLR2D-1		A549
M01	4431	EGLN1	EGLN1-8		A549
M02	2995	JAK3	JAK3-1	BRDN0001065886	A549
M03	2627	EGLN1	EGLN1-9		A549
M04	1916	ITGAV	ITGAV-2	BRDN0001052667	A549
M05	3065	ERBB2	ERBB2-1		A549
M06	1642	ITGAV	ITGAV-1	BRDN0001052092	A549
M07	3277	ERBB2	ERBB2-2		A549
M08	3342	ERBB3	ERBB3-2	BRDN0001054867	A549
M09	4457	EMPTY	EMPTY		A549
M10	3569	ERBB3	ERBB3-1	BRDN0001054818	A549
M11	3727	EMPTY	EMPTY		A549
M12	3184	EGFR	EGFR-2	BRDN0001054761	A549
M13	4260	GLS	GLS-1		A549
M14	4444	EGFR	EGFR-1	BRDN0001054960	A549
M15	2899	GLS	GLS-2		A549
M16	3740	DOT1L	DOT1L-2	BRDN0001057286	A549
M17	3826	GPX4	GPX4-1		A549
M18	3177	DOT1L	DOT1L-1	BRDN0001057300	A549
M19	4153	GPX4	GPX4-2		A549
M20	3529	CTNNB1	CTNNB1-2	BRDN0000579714	A549
M21	3953	HIF1a	HIF1a-1		A549
M22	3441	CTNNB1	CTNNB1-1	BRDN0001065286	A549
M23	4930	HIF1a	HIF1a-2		A549
M24	3404	CSNK1A1	CSNK1A1-2	BRDN0000585480	A549
N01	4675	LacZ	LacZ-2	BRDN0000585793	A549
N02	3294	EMPTY	EMPTY		A549
N03	4022	LacZ	LacZ-2	BRDN0000585793	A549
N04	4182	PPIB	PPIB-1		A549
N05	3502	EMPTY	EMPTY		A549
N06	3357	EMPTY	EMPTY		A549
N07	4806	EMPTY	EMPTY		A549
N08	5318	EMPTY	EMPTY		A549
N09	4586	YAP1	YAP1-1		A549
N10	4530	Luc	Luc-2	BRDN0000585515	A549
N11	4018	YAP1	YAP1-2		A549
N12	4696	Luc	Luc-1	BRDN0000585635	A549
N13	4141	Chr2	Chr2-2		A549
N14	4452	PRDX1	PRDX1-2		A549
N15	3768	ORC4	ORC4-1		A549
N16	4087	PRDX1	PRDX1-1		A549
N17	3987	Chr2	Chr2-5		A549
N18	3440	PSMA1	PSMA1-1		A549
N19	2175	PSMA1	PSMA1-2		A549
N20	4578	Chr2	Chr2-4		A549
N21	4052	EMPTY	EMPTY		A549
N22	2230	POLR2D	POLR2D-2		A549
N23	3186	PPIB	PPIB-2		A549
N24	3594	Chr2	Chr2-1		A549
O01	3832	KRAS	KRAS-1		A549
O02	2908	CSNK1A1	CSNK1A1-1	BRDN0001065659	A549
O03	3439	KRAS	KRAS-2A		A549
O04	3079	CHEK2	CHEK2-2	BRDN0000585854	A549
O05	4121	MAPK1	MAPK1-1		A549
O06	4421	CHEK2	CHEK2-1	BRDN0000586287	A549
O07	3359	MAPK1	MAPK1-2		A549
O08	3585	CDK4	CDK4-2	BRDN0001053895	A549
O09	4695	BCL2L2	BCL2L2-4		A549
O10	2350	CDK4	CDK4-1	BRDN0001053869	A549
O11	4269	MCL1	MCL1-2		A549
O12	3722	BRD4	BRD4-2	BRDN0000733577	A549
O13	2834	MYC	MYC-1		A549
O14	3453	BRD4	BRD4-1	BRDN0000733514	A549
O15	2623	MYC	MYC-2		A549
O16	3803	BRAF	BRAF-2	BRDN0000986702	A549
O17	4600	EMPTY	EMPTY		A549
O18	4415	BRAF1	BRAF1-1	BRDN0000986682	A549
O19	4517	EMPTY	EMPTY		A549
O20	3395	AKT1	AKT1-2	BRDN0001055115	A549
O21	4343	KRAS	KRAS-2B		A549
O22	3704	AKT1	AKT1-1	BRDN0001054908	A549
O23	4186	MCL1	MCL1-5		A549
O24	3875	EMPTY	EMPTY		A549
P01	4445	LacZ	LacZ-3	BRDN0000585800	A549
P02	4252	EMPTY	EMPTY		A549
P03	4410	LacZ	LacZ-3	BRDN0000585800	A549
P04	4987	PPIB	PPIB-1		A549
P05	4956	EMPTY	EMPTY		A549
P06	4358	EMPTY	EMPTY		A549
P07	4872	EMPTY	EMPTY		A549
P08	4431	EMPTY	EMPTY		A549
P09	4335	EMPTY	EMPTY		A549
P10	4013	Luc	Luc-2	BRDN0000585515	A549
P11	3995	EMPTY	EMPTY		A549
P12	4646	Luc	Luc-1	BRDN0000585635	A549
P13	3047	Chr2	Chr2-2		A549
P14	4841	EMPTY	EMPTY		A549
P15	3536	ORC4	ORC4-1		A549
P16	4355	EMPTY	EMPTY		A549
P17	3407	Chr2	Chr2-5		A549
P18	3716	PSMA1	PSMA1-1		A549
P19	2349	PSMA1	PSMA1-2		A549
P20	3792	Chr2	Chr2-4		A549
P21	4462	EMPTY	EMPTY		A549
P22	2087	POLR2D	POLR2D-2		A549
P23	3273	PPIB	PPIB-2		A549
P24	3773	Chr2	Chr2-1		A549
