Image_Metadata_Well	SQ00014613	gene_name	pert_name	broad_sample	cell_line
C18	2170	ERBB2	ERBB2-2		ES2
C19	1198	ITGAV	ITGAV-1	BRDN0001052092	ES2
C20	2573	ERBB2	ERBB2-1		ES2
C21	996	ITGAV	ITGAV-2	BRDN0001052667	ES2
C22	1524	EGLN1	EGLN1-9		ES2
C23	2297	JAK3	JAK3-1	BRDN0001065886	ES2
C24	2026	EGLN1	EGLN1-8		ES2
D01	1763	Chr2	Chr2-1		ES2
D02	1409	PPIB	PPIB-2		ES2
D03	864	POLR2D	POLR2D-2		ES2
D04	1142	EMPTY	EMPTY		ES2
D05	880	Chr2	Chr2-4		ES2
D06	1049	PSMA1	PSMA1-2		ES2
D07	1359	PSMA1	PSMA1-1		ES2
D08	2400	Chr2	Chr2-5		ES2
D09	3016	PRDX1	PRDX1-1		ES2
D10	2443	ORC4	ORC4-1		ES2
D11	2503	PRDX1	PRDX1-2		ES2
D12	1675	Chr2	Chr2-2		ES2
D13	2391	Luc	Luc-1	BRDN0000585635	ES2
D14	912	YAP1	YAP1-2		ES2
D15	2234	Luc	Luc-2	BRDN0000585515	ES2
D16	1234	YAP1	YAP1-1		ES2
D17	1982	EMPTY	EMPTY		ES2
D18	1626	EMPTY	EMPTY		ES2
D19	2335	EMPTY	EMPTY		ES2
D20	1615	EMPTY	EMPTY		ES2
D21	2151	PPIB	PPIB-1		ES2
D22	1944	LacZ	LacZ-2	BRDN0000585793	ES2
D23	2769	EMPTY	EMPTY		ES2
D24	2598	LacZ	LacZ-2	BRDN0000585793	ES2
E01	2275	JAK3	JAK3-2	BRDN0001065702	ES2
E02	964	COX5B	COX5B-2		ES2
E03	1853	KIF11	KIF11-1	BRDN0000734411	ES2
E04	2021	COX5B	COX5B-1		ES2
E05	1340	KIF11	KIF11-2	BRDN0000734657	ES2
E06	909	CDK2	CDK2-2		ES2
E07	2320	MTOR	MTOR-1	BRDN0000734637	ES2
E08	1188	CDK2	CDK2-1		ES2
E09	2759	MTOR	MTOR-2	BRDN0000734053	ES2
E10	1417	CCNE1	CCNE1-2		ES2
E11	2848	PIK3CA	PIK3CA-1	BRDN0001054759	ES2
E12	1530	CCNE1	CCNE1-1		ES2
E13	2989	PIK3CA	PIK3CA-2	BRDN0001054804	ES2
E14	348	CCND1	CCND1-2		ES2
E15	2352	RAC1	RAC1-1	BRDN0001062183	ES2
E16	1306	CCND1	CCND1-1		ES2
E17	2264	RAC1	RAC1-2	BRDN0001062199	ES2
E18	1750	BRCA1	BRCA1-2		ES2
E19	2250	RHOA	RHOA-1	BRDN0000990371	ES2
E20	1880	BRCA1	BRCA1-1		ES2
E21	2225	RHOA	RHOA-2	BRDN0000990437	ES2
E22	2042	BCL2L2	BCL2L2-2		ES2
E23	2206	SDHB	SDHB-1	BRDN0000986589	ES2
E24	2176	BCL2L2	BCL2L2-1		ES2
F01	875	POLR2D	POLR2D-1		ES2
F02	2367	EMPTY	EMPTY		ES2
F03	2245	Chr2	Chr2-3		ES2
F04	1747	PPIB	PPIB-2		ES2
F05	1535	ORC4	ORC4-2		ES2
F06	2766	Chr2	Chr2-6		ES2
F07	1899	Chr2	Chr2-6		ES2
F08	2500	ORC4	ORC4-2		ES2
F09	2244	RAF1	RAF1-1		ES2
F10	1866	Chr2	Chr2-3		ES2
F11	1917	RAF1	RAF1-2		ES2
F12	580	POLR2D	POLR2D-1		ES2
F13	1743	Chr2	Chr2-1		ES2
F14	1774	XBP	XBP-2		ES2
F15	903	POLR2D	POLR2D-2		ES2
F16	1714	XBP	XBP-1		ES2
F17	2101	Chr2	Chr2-4		ES2
F18	886	PSMA1	PSMA1-2		ES2
F19	841	PSMA1	PSMA1-1		ES2
F20	1879	Chr2	Chr2-5		ES2
F21	2327	EMPTY	EMPTY		ES2
F22	1782	ORC4	ORC4-1		ES2
F23	2505	PPIB	PPIB-1		ES2
F24	1897	Chr2	Chr2-2		ES2
G01	1213	SDHB	SDHB-2	BRDN0000986593	ES2
G02	1902	BCL2	BCL2-2		ES2
G03	1842	SMARCB1	SMARCB1-1	BRDN0001062203	ES2
G04	2137	BCL2	BCL2-1		ES2
G05	1850	SMARCB1	SMARCB1-2	BRDN0001062218	ES2
G06	1790	AURKB	AURKB-2		ES2
G07	2234	STAT3	STAT3-1	BRDN0001063739	ES2
G08	431	CDK4	CDK4-3		ES2
G09	2068	STAT3	STAT3-2	BRDN0000579974	ES2
G10	2313	ATP50	ATP50-2		ES2
G11	1797	SUZ12	SUZ12-1	BRDN0001057351	ES2
G12	1645	ATP50	ATP50-1		ES2
G13	1777	SUZ12	SUZ12-2	BRDN0001057661	ES2
G14	1721	ATF4	ATF4-2		ES2
G15	2033	EZH2	EZH2-1	BRDN0000733051	ES2
G16	1539	ATF4	ATF4-1		ES2
G17	1518	EZH2	EZH2-2	BRDN0000733144	ES2
G18	1628	ARID1B	ARID1B-2		ES2
G19	1661	PTK2	PTK2-1	BRDN0000990543	ES2
G20	2045	ARID1B	ARID1B-1		ES2
G21	2066	PTK2	PTK2-2	BRDN0000990405	ES2
G22	2245	EMPTY	EMPTY		ES2
G23	2132	EMPTY	EMPTY		ES2
G24	2017	EMPTY	EMPTY		ES2
H01	770	POLR2D	POLR2D-1		ES2
H02	773	EMPTY	EMPTY		ES2
H03	1114	Chr2	Chr2-3		ES2
H04	1978	PPIB	PPIB-2		ES2
H05	2190	ORC4	ORC4-2		ES2
H06	1294	Chr2	Chr2-6		ES2
H07	2291	Chr2	Chr2-6		ES2
H08	1930	ORC4	ORC4-2		ES2
H09	1187	SLC2A1	SLC2A1-1		ES2
H10	1472	Chr2	Chr2-3		ES2
H11	1732	SLC2A2	SLC2A2-2		ES2
H12	605	POLR2D	POLR2D-1		ES2
H13	643	Chr2	Chr2-1		ES2
H14	1918	TXN	TXN-2		ES2
H15	883	POLR2D	POLR2D-2		ES2
H16	1735	TXN	TXN-1		ES2
H17	1680	Chr2	Chr2-4		ES2
H18	735	PSMA1	PSMA1-2		ES2
H19	906	PSMA1	PSMA1-1		ES2
H20	1528	Chr2	Chr2-5		ES2
H21	701	EMPTY	EMPTY		ES2
H22	1960	ORC4	ORC4-1		ES2
H23	2313	PPIB	PPIB-1		ES2
H24	1881	Chr2	Chr2-2		ES2
I01	1364	EMPTY	EMPTY		ES2
I02	2022	EMPTY	EMPTY		ES2
I03	2037	EMPTY	EMPTY		ES2
I04	1879	PTK2	PTK2-2	BRDN0000990405	ES2
I05	2280	ARID1B	ARID1B-1		ES2
I06	2039	PTK2	PTK2-1	BRDN0000990543	ES2
I07	2133	ARID1B	ARID1B-2		ES2
I08	1854	EZH2	EZH2-2	BRDN0000733144	ES2
I09	1636	ATF4	ATF4-1		ES2
I10	885	EZH2	EZH2-1	BRDN0000733051	ES2
I11	1605	ATF4	ATF4-2		ES2
I12	1407	SUZ12	SUZ12-2	BRDN0001057661	ES2
I13	2117	ATP50	ATP50-1		ES2
I14	1379	SUZ12	SUZ12-1	BRDN0001057351	ES2
I15	1555	ATP50	ATP50-2		ES2
I16	1341	STAT3	STAT3-2	BRDN0000579974	ES2
I17	1067	CDK4	CDK4-3		ES2
I18	1465	STAT3	STAT3-1	BRDN0001063739	ES2
I19	1910	AURKB	AURKB-2		ES2
I20	1777	SMARCB1	SMARCB1-2	BRDN0001062218	ES2
I21	1990	BCL2	BCL2-1		ES2
I22	1846	SMARCB1	SMARCB1-1	BRDN0001062203	ES2
I23	1667	BCL2	BCL2-2		ES2
I24	1606	SDHB	SDHB-2	BRDN0000986593	ES2
J01	1592	Chr2	Chr2-2		ES2
J02	1630	PPIB	PPIB-1		ES2
J03	848	ORC4	ORC4-1		ES2
J04	2139	EMPTY	EMPTY		ES2
J05	2417	Chr2	Chr2-5		ES2
J06	1263	PSMA1	PSMA1-1		ES2
J07	756	PSMA1	PSMA1-2		ES2
J08	1643	Chr2	Chr2-4		ES2
J09	2057	TXN	TXN-1		ES2
J10	546	POLR2D	POLR2D-2		ES2
J11	2392	TXN	TXN-2		ES2
J12	1355	Chr2	Chr2-1		ES2
J13	732	POLR2D	POLR2D-1		ES2
J14	1430	SLC2A2	SLC2A2-2		ES2
J15	2096	Chr2	Chr2-3		ES2
J16	978	SLC2A1	SLC2A1-1		ES2
J17	1397	ORC4	ORC4-2		ES2
J18	1237	Chr2	Chr2-6		ES2
J19	1837	Chr2	Chr2-6		ES2
J20	1739	ORC4	ORC4-2		ES2
J21	1341	PPIB	PPIB-2		ES2
J22	1985	Chr2	Chr2-3		ES2
J23	1506	EMPTY	EMPTY		ES2
J24	802	POLR2D	POLR2D-1		ES2
K01	1499	BCL2L2	BCL2L2-1		ES2
K02	1334	SDHB	SDHB-1	BRDN0000986589	ES2
K03	2656	BCL2L2	BCL2L2-2		ES2
K04	2302	RHOA	RHOA-2	BRDN0000990437	ES2
K05	2999	BRCA1	BRCA1-1		ES2
K06	1325	RHOA	RHOA-1	BRDN0000990371	ES2
K07	2025	BRCA1	BRCA1-2		ES2
K08	1983	RAC1	RAC1-2	BRDN0001062199	ES2
K09	1101	CCND1	CCND1-1		ES2
K10	2868	RAC1	RAC1-1	BRDN0001062183	ES2
K11	498	CCND1	CCND1-2		ES2
K12	2351	PIK3CA	PIK3CA-2	BRDN0001054804	ES2
K13	1678	CCNE1	CCNE1-1		ES2
K14	2434	PIK3CA	PIK3CA-1	BRDN0001054759	ES2
K15	1783	CCNE1	CCNE1-2		ES2
K16	1844	MTOR	MTOR-2	BRDN0000734053	ES2
K17	1838	CDK2	CDK2-1		ES2
K18	1465	MTOR	MTOR-1	BRDN0000734637	ES2
K19	1195	CDK2	CDK2-2		ES2
K20	96	KIF11	KIF11-2	BRDN0000734657	ES2
K21	1898	COX5B	COX5B-1		ES2
K22	273	KIF11	KIF11-1	BRDN0000734411	ES2
K23	2328	COX5B	COX5B-2		ES2
K24	1940	JAK3	JAK3-2	BRDN0001065702	ES2
L01	1579	Chr2	Chr2-2		ES2
L02	2004	PPIB	PPIB-1		ES2
L03	2125	ORC4	ORC4-1		ES2
L04	2186	EMPTY	EMPTY		ES2
L05	2108	Chr2	Chr2-5		ES2
L06	1599	PSMA1	PSMA1-1		ES2
L07	875	PSMA1	PSMA1-2		ES2
L08	1940	Chr2	Chr2-4		ES2
L09	1471	XBP	XBP-1		ES2
L10	1063	POLR2D	POLR2D-2		ES2
L11	1845	XBP	XBP-2		ES2
L12	1482	Chr2	Chr2-1		ES2
L13	641	POLR2D	POLR2D-1		ES2
L14	2231	RAF1	RAF1-2		ES2
L15	1518	Chr2	Chr2-3		ES2
L16	1730	RAF1	RAF1-1		ES2
L17	1903	ORC4	ORC4-2		ES2
L18	1612	Chr2	Chr2-6		ES2
L19	2097	Chr2	Chr2-6		ES2
L20	2197	ORC4	ORC4-2		ES2
L21	1436	PPIB	PPIB-2		ES2
L22	2232	Chr2	Chr2-3		ES2
L23	1738	EMPTY	EMPTY		ES2
L24	685	POLR2D	POLR2D-1		ES2
M01	1374	EGLN1	EGLN1-8		ES2
M02	1184	JAK3	JAK3-1	BRDN0001065886	ES2
M03	1472	EGLN1	EGLN1-9		ES2
M04	521	ITGAV	ITGAV-2	BRDN0001052667	ES2
M05	2689	ERBB2	ERBB2-1		ES2
M06	1227	ITGAV	ITGAV-1	BRDN0001052092	ES2
M07	1831	ERBB2	ERBB2-2		ES2
M08	1894	ERBB3	ERBB3-2	BRDN0001054867	ES2
M09	1718	EMPTY	EMPTY		ES2
M10	2656	ERBB3	ERBB3-1	BRDN0001054818	ES2
M11	1864	EMPTY	EMPTY		ES2
M12	1687	EGFR	EGFR-2	BRDN0001054761	ES2
M13	2507	GLS	GLS-1		ES2
M14	2699	EGFR	EGFR-1	BRDN0001054960	ES2
M15	1680	GLS	GLS-2		ES2
M16	2418	DOT1L	DOT1L-2	BRDN0001057286	ES2
M17	283	GPX4	GPX4-1		ES2
M18	1771	DOT1L	DOT1L-1	BRDN0001057300	ES2
M19	283	GPX4	GPX4-2		ES2
M20	2060	CTNNB1	CTNNB1-2	BRDN0000579714	ES2
M21	2362	HIF1a	HIF1a-1		ES2
M22	1712	CTNNB1	CTNNB1-1	BRDN0001065286	ES2
M23	2740	HIF1a	HIF1a-2		ES2
M24	1658	CSNK1A1	CSNK1A1-2	BRDN0000585480	ES2
N01	1617	LacZ	LacZ-2	BRDN0000585793	ES2
N02	1448	EMPTY	EMPTY		ES2
N03	1876	LacZ	LacZ-2	BRDN0000585793	ES2
N04	1809	PPIB	PPIB-1		ES2
N05	1222	EMPTY	EMPTY		ES2
N06	2504	EMPTY	EMPTY		ES2
N07	2319	EMPTY	EMPTY		ES2
N08	3046	EMPTY	EMPTY		ES2
N09	724	YAP1	YAP1-1		ES2
N10	2271	Luc	Luc-2	BRDN0000585515	ES2
N11	973	YAP1	YAP1-2		ES2
N12	1954	Luc	Luc-1	BRDN0000585635	ES2
N13	1896	Chr2	Chr2-2		ES2
N14	2066	PRDX1	PRDX1-2		ES2
N15	2112	ORC4	ORC4-1		ES2
N16	1750	PRDX1	PRDX1-1		ES2
N17	2370	Chr2	Chr2-5		ES2
N18	1201	PSMA1	PSMA1-1		ES2
N19	852	PSMA1	PSMA1-2		ES2
N20	2003	Chr2	Chr2-4		ES2
N21	1822	EMPTY	EMPTY		ES2
N22	996	POLR2D	POLR2D-2		ES2
N23	1255	PPIB	PPIB-2		ES2
N24	1479	Chr2	Chr2-1		ES2
O01	1626	KRAS	KRAS-1		ES2
O02	2004	CSNK1A1	CSNK1A1-1	BRDN0001065659	ES2
O03	1880	KRAS	KRAS-2A		ES2
O04	2232	CHEK2	CHEK2-2	BRDN0000585854	ES2
O05	2096	MAPK1	MAPK1-1		ES2
O06	2121	CHEK2	CHEK2-1	BRDN0000586287	ES2
O07	2525	MAPK1	MAPK1-2		ES2
O08	1235	CDK4	CDK4-2	BRDN0001053895	ES2
O09	2733	BCL2L2	BCL2L2-4		ES2
O10	1076	CDK4	CDK4-1	BRDN0001053869	ES2
O11	2071	MCL1	MCL1-2		ES2
O12	1816	BRD4	BRD4-2	BRDN0000733577	ES2
O13	1030	MYC	MYC-1		ES2
O14	1898	BRD4	BRD4-1	BRDN0000733514	ES2
O15	1794	MYC	MYC-2		ES2
O16	1849	BRAF	BRAF-2	BRDN0000986702	ES2
O17	2690	EMPTY	EMPTY		ES2
O18	1072	BRAF1	BRAF1-1	BRDN0000986682	ES2
O19	2323	EMPTY	EMPTY		ES2
O20	2459	AKT1	AKT1-2	BRDN0001055115	ES2
O21	2378	KRAS	KRAS-2B		ES2
O22	1782	AKT1	AKT1-1	BRDN0001054908	ES2
O23	2153	MCL1	MCL1-5		ES2
O24	2164	EMPTY	EMPTY		ES2
P01	1177	LacZ	LacZ-3	BRDN0000585800	ES2
P02	1911	EMPTY	EMPTY		ES2
P03	1920	LacZ	LacZ-3	BRDN0000585800	ES2
P04	1940	PPIB	PPIB-1		ES2
P05	2229	EMPTY	EMPTY		ES2
P06	1924	EMPTY	EMPTY		ES2
P07	1411	EMPTY	EMPTY		ES2
P08	2012	EMPTY	EMPTY		ES2
P09	2662	EMPTY	EMPTY		ES2
P10	2488	Luc	Luc-2	BRDN0000585515	ES2
P11	1622	EMPTY	EMPTY		ES2
P12	1616	Luc	Luc-1	BRDN0000585635	ES2
P13	2440	Chr2	Chr2-2		ES2
P14	2234	EMPTY	EMPTY		ES2
P15	1764	ORC4	ORC4-1		ES2
P16	2155	EMPTY	EMPTY		ES2
P17	1655	Chr2	Chr2-5		ES2
P18	1059	PSMA1	PSMA1-1		ES2
P19	756	PSMA1	PSMA1-2		ES2
P20	1882	Chr2	Chr2-4		ES2
P21	2302	EMPTY	EMPTY		ES2
P22	1345	POLR2D	POLR2D-2		ES2
P23	1556	PPIB	PPIB-2		ES2
P24	1766	Chr2	Chr2-1		ES2
