Metadata_Plate_Map_Name,Metadata_Well,Metadata_gene_name,Metadata_pert_name,Metadata_broad_sample,Metadata_cell_line,Metadata_pert_id,Metadata_pert_mfc_id,Metadata_cell_id,Metadata_broad_sample_type,Metadata_pert_type,correlation
DEPENDENCIES1_ES2,D05,Chr2,Chr2-4,NA,ES2,NA,NA,unknown,trt,trt,0.09752106994586235
DEPENDENCIES1_ES2,D06,PSMA1,PSMA1-2,NA,ES2,NA,NA,unknown,trt,trt,0.8417471420090993
DEPENDENCIES1_ES2,D07,PSMA1,PSMA1-1,NA,ES2,NA,NA,unknown,trt,trt,0.8838773287668084
DEPENDENCIES1_ES2,D08,Chr2,Chr2-5,NA,ES2,NA,NA,unknown,trt,trt,0.33594875638125127
DEPENDENCIES1_ES2,D09,PRDX1,PRDX1-1,NA,ES2,NA,NA,unknown,trt,trt,0.014935756581975325
DEPENDENCIES1_ES2,D10,ORC4,ORC4-1,NA,ES2,NA,NA,unknown,trt,trt,0.09642470974031983
DEPENDENCIES1_ES2,D11,PRDX1,PRDX1-2,NA,ES2,NA,NA,unknown,trt,trt,0.17873088412277308
DEPENDENCIES1_ES2,D12,Chr2,Chr2-2,NA,ES2,NA,NA,unknown,trt,trt,-0.1198104764787226
DEPENDENCIES1_ES2,D13,Luc,Luc-1,BRDN0000585635,ES2,NA,BRDN0000585635,unknown,trt,trt,0.603948821673046
DEPENDENCIES1_ES2,D14,YAP1,YAP1-2,NA,ES2,NA,NA,unknown,trt,trt,0.8893441716167562
DEPENDENCIES1_ES2,D15,Luc,Luc-2,BRDN0000585515,ES2,NA,BRDN0000585515,unknown,trt,trt,0.20768225972342116
DEPENDENCIES1_ES2,D16,YAP1,YAP1-1,NA,ES2,NA,NA,unknown,trt,trt,0.866681591139975
DEPENDENCIES1_ES2,D21,PPIB,PPIB-1,NA,ES2,NA,NA,unknown,trt,trt,0.3929189444301765
DEPENDENCIES1_ES2,D22,LacZ,LacZ-2,BRDN0000585793,ES2,NA,BRDN0000585793,unknown,trt,trt,0.39683361019796837
DEPENDENCIES1_ES2,D24,LacZ,LacZ-2,BRDN0000585793,ES2,NA,BRDN0000585793,unknown,trt,trt,0.4097980895424517
DEPENDENCIES1_ES2,E01,JAK3,JAK3-2,BRDN0001065702,ES2,NA,BRDN0001065702,unknown,trt,trt,-0.02487715716718447
DEPENDENCIES1_ES2,E02,COX5B,COX5B-2,NA,ES2,NA,NA,unknown,trt,trt,0.26681713334437973
DEPENDENCIES1_ES2,E03,KIF11,KIF11-1,BRDN0000734411,ES2,NA,BRDN0000734411,unknown,trt,trt,0.31761301495758626
DEPENDENCIES1_ES2,E04,COX5B,COX5B-1,NA,ES2,NA,NA,unknown,trt,trt,0.24879526788529774
DEPENDENCIES1_ES2,E05,KIF11,KIF11-2,BRDN0000734657,ES2,NA,BRDN0000734657,unknown,trt,trt,0.5093050585025541
DEPENDENCIES1_ES2,E06,CDK2,CDK2-2,NA,ES2,NA,NA,unknown,trt,trt,0.759784225766928
DEPENDENCIES1_ES2,E07,MTOR,MTOR-1,BRDN0000734637,ES2,NA,BRDN0000734637,unknown,trt,trt,-0.049710317444373944
DEPENDENCIES1_ES2,E08,CDK2,CDK2-1,NA,ES2,NA,NA,unknown,trt,trt,0.5828842136559318
DEPENDENCIES1_ES2,E09,MTOR,MTOR-2,BRDN0000734053,ES2,NA,BRDN0000734053,unknown,trt,trt,0.29259930629328457
DEPENDENCIES1_ES2,E10,CCNE1,CCNE1-2,NA,ES2,NA,NA,unknown,trt,trt,0.3260818142317315
DEPENDENCIES1_ES2,E11,PIK3CA,PIK3CA-1,BRDN0001054759,ES2,NA,BRDN0001054759,unknown,trt,trt,0.09450769742535488
DEPENDENCIES1_ES2,E12,CCNE1,CCNE1-1,NA,ES2,NA,NA,unknown,trt,trt,0.35045639926836697
DEPENDENCIES1_ES2,E13,PIK3CA,PIK3CA-2,BRDN0001054804,ES2,NA,BRDN0001054804,unknown,trt,trt,0.3298704035979503
DEPENDENCIES1_ES2,E14,CCND1,CCND1-2,NA,ES2,NA,NA,unknown,trt,trt,0.9016477739383851
DEPENDENCIES1_ES2,E15,RAC1,RAC1-1,BRDN0001062183,ES2,NA,BRDN0001062183,unknown,trt,trt,0.3292335960270184
DEPENDENCIES1_ES2,E16,CCND1,CCND1-1,NA,ES2,NA,NA,unknown,trt,trt,0.8308186484973035
DEPENDENCIES1_ES2,E17,RAC1,RAC1-2,BRDN0001062199,ES2,NA,BRDN0001062199,unknown,trt,trt,0.3379318418188972
DEPENDENCIES1_ES2,E18,BRCA1,BRCA1-2,NA,ES2,NA,NA,unknown,trt,trt,0.21864244929168916
DEPENDENCIES1_ES2,E19,RHOA,RHOA-1,BRDN0000990371,ES2,NA,BRDN0000990371,unknown,trt,trt,0.8308415760247988
DEPENDENCIES1_ES2,E20,BRCA1,BRCA1-1,NA,ES2,NA,NA,unknown,trt,trt,0.5062835003816409
DEPENDENCIES1_ES2,E21,RHOA,RHOA-2,BRDN0000990437,ES2,NA,BRDN0000990437,unknown,trt,trt,0.8518946526193448
DEPENDENCIES1_ES2,E22,BCL2L2,BCL2L2-2,NA,ES2,NA,NA,unknown,trt,trt,-0.023661672229609323
DEPENDENCIES1_ES2,E23,SDHB,SDHB-1,BRDN0000986589,ES2,NA,BRDN0000986589,unknown,trt,trt,0.4143780881920075
DEPENDENCIES1_ES2,E24,BCL2L2,BCL2L2-1,NA,ES2,NA,NA,unknown,trt,trt,0.5111525417646544
DEPENDENCIES1_ES2,F01,POLR2D,POLR2D-1,NA,ES2,NA,NA,unknown,trt,trt,0.9229350467688546
DEPENDENCIES1_ES2,F03,Chr2,Chr2-3,NA,ES2,NA,NA,unknown,trt,trt,-0.00440061463201704
DEPENDENCIES1_ES2,F04,PPIB,PPIB-2,NA,ES2,NA,NA,unknown,trt,trt,0.5723634204800331
DEPENDENCIES1_ES2,F05,ORC4,ORC4-2,NA,ES2,NA,NA,unknown,trt,trt,0.16081794697400337
DEPENDENCIES1_ES2,F06,Chr2,Chr2-6,NA,ES2,NA,NA,unknown,trt,trt,0.17866883105606748
DEPENDENCIES1_ES2,F07,Chr2,Chr2-6,NA,ES2,NA,NA,unknown,trt,trt,0.3556517672012249
DEPENDENCIES1_ES2,F08,ORC4,ORC4-2,NA,ES2,NA,NA,unknown,trt,trt,-0.27386738443978953
DEPENDENCIES1_ES2,F09,RAF1,RAF1-1,NA,ES2,NA,NA,unknown,trt,trt,0.24430643575465327
DEPENDENCIES1_ES2,F10,Chr2,Chr2-3,NA,ES2,NA,NA,unknown,trt,trt,0.3397994034561286
DEPENDENCIES1_ES2,F11,RAF1,RAF1-2,NA,ES2,NA,NA,unknown,trt,trt,0.10693467531488976
DEPENDENCIES1_ES2,F12,POLR2D,POLR2D-1,NA,ES2,NA,NA,unknown,trt,trt,0.8922757762196982
DEPENDENCIES1_ES2,F13,Chr2,Chr2-1,NA,ES2,NA,NA,unknown,trt,trt,0.5426200478442753
DEPENDENCIES1_ES2,F14,XBP,XBP-2,NA,ES2,NA,NA,unknown,trt,trt,0.606874131938295
DEPENDENCIES1_ES2,F15,POLR2D,POLR2D-2,NA,ES2,NA,NA,unknown,trt,trt,0.890658110295039
DEPENDENCIES1_ES2,F16,XBP,XBP-1,NA,ES2,NA,NA,unknown,trt,trt,0.39027224454182546
DEPENDENCIES1_ES2,F17,Chr2,Chr2-4,NA,ES2,NA,NA,unknown,trt,trt,0.5220327787599595
DEPENDENCIES1_ES2,F18,PSMA1,PSMA1-2,NA,ES2,NA,NA,unknown,trt,trt,0.91594130224792
DEPENDENCIES1_ES2,F19,PSMA1,PSMA1-1,NA,ES2,NA,NA,unknown,trt,trt,0.9141234407649423
DEPENDENCIES1_ES2,F20,Chr2,Chr2-5,NA,ES2,NA,NA,unknown,trt,trt,0.4877945514600206
DEPENDENCIES1_ES2,F22,ORC4,ORC4-1,NA,ES2,NA,NA,unknown,trt,trt,0.6761731679855956
DEPENDENCIES1_ES2,F23,PPIB,PPIB-1,NA,ES2,NA,NA,unknown,trt,trt,0.21363120339538355
DEPENDENCIES1_ES2,F24,Chr2,Chr2-2,NA,ES2,NA,NA,unknown,trt,trt,0.6903053299489558
DEPENDENCIES1_ES2,G01,SDHB,SDHB-2,BRDN0000986593,ES2,NA,BRDN0000986593,unknown,trt,trt,0.5024992836782299
DEPENDENCIES1_ES2,G02,BCL2,BCL2-2,NA,ES2,NA,NA,unknown,trt,trt,0.3408921520432301
DEPENDENCIES1_ES2,G03,SMARCB1,SMARCB1-1,BRDN0001062203,ES2,NA,BRDN0001062203,unknown,trt,trt,0.33386076479172605
DEPENDENCIES1_ES2,G04,BCL2,BCL2-1,NA,ES2,NA,NA,unknown,trt,trt,-0.02607055581750445
DEPENDENCIES1_ES2,G05,SMARCB1,SMARCB1-2,BRDN0001062218,ES2,NA,BRDN0001062218,unknown,trt,trt,0.3744526559904947
DEPENDENCIES1_ES2,G06,AURKB,AURKB-2,NA,ES2,NA,NA,unknown,trt,trt,0.4051483307525089
DEPENDENCIES1_ES2,G07,STAT3,STAT3-1,BRDN0001063739,ES2,NA,BRDN0001063739,unknown,trt,trt,0.13045086603043576
DEPENDENCIES1_ES2,G08,CDK4,CDK4-3,NA,ES2,NA,NA,unknown,trt,trt,0.9386753790275957
DEPENDENCIES1_ES2,G09,STAT3,STAT3-2,BRDN0000579974,ES2,NA,BRDN0000579974,unknown,trt,trt,0.22885277005027693
DEPENDENCIES1_ES2,G10,ATP50,ATP50-2,NA,ES2,NA,NA,unknown,trt,trt,0.12026296840118099
DEPENDENCIES1_ES2,G11,SUZ12,SUZ12-1,BRDN0001057351,ES2,NA,BRDN0001057351,unknown,trt,trt,-0.17842029480747368
DEPENDENCIES1_ES2,G12,ATP50,ATP50-1,NA,ES2,NA,NA,unknown,trt,trt,-0.17614646825214356
DEPENDENCIES1_ES2,G13,SUZ12,SUZ12-2,BRDN0001057661,ES2,NA,BRDN0001057661,unknown,trt,trt,0.23549759611840407
DEPENDENCIES1_ES2,G14,ATF4,ATF4-2,NA,ES2,NA,NA,unknown,trt,trt,-0.08324114715201825
DEPENDENCIES1_ES2,G15,EZH2,EZH2-1,BRDN0000733051,ES2,NA,BRDN0000733051,unknown,trt,trt,0.6622149098679823
DEPENDENCIES1_ES2,G16,ATF4,ATF4-1,NA,ES2,NA,NA,unknown,trt,trt,0.6987345351391868
DEPENDENCIES1_ES2,G17,EZH2,EZH2-2,BRDN0000733144,ES2,NA,BRDN0000733144,unknown,trt,trt,0.43228512293198224
DEPENDENCIES1_ES2,G18,ARID1B,ARID1B-2,NA,ES2,NA,NA,unknown,trt,trt,0.07719516441075988
DEPENDENCIES1_ES2,G19,PTK2,PTK2-1,BRDN0000990543,ES2,NA,BRDN0000990543,unknown,trt,trt,0.7273117141771581
DEPENDENCIES1_ES2,G20,ARID1B,ARID1B-1,NA,ES2,NA,NA,unknown,trt,trt,0.6391296478286056
DEPENDENCIES1_ES2,G21,PTK2,PTK2-2,BRDN0000990405,ES2,NA,BRDN0000990405,unknown,trt,trt,0.668247744484456
DEPENDENCIES1_ES2,H01,POLR2D,POLR2D-1,NA,ES2,NA,NA,unknown,trt,trt,0.9118968340794424
DEPENDENCIES1_ES2,H03,Chr2,Chr2-3,NA,ES2,NA,NA,unknown,trt,trt,0.5025613253942436
DEPENDENCIES1_ES2,H04,PPIB,PPIB-2,NA,ES2,NA,NA,unknown,trt,trt,0.7695952949484571
DEPENDENCIES1_ES2,H05,ORC4,ORC4-2,NA,ES2,NA,NA,unknown,trt,trt,0.3149309007924721
DEPENDENCIES1_ES2,H06,Chr2,Chr2-6,NA,ES2,NA,NA,unknown,trt,trt,0.6245220410735173
DEPENDENCIES1_ES2,H07,Chr2,Chr2-6,NA,ES2,NA,NA,unknown,trt,trt,0.1680328094738087
DEPENDENCIES1_ES2,H08,ORC4,ORC4-2,NA,ES2,NA,NA,unknown,trt,trt,0.3194318222433024
DEPENDENCIES1_ES2,H09,SLC2A1,SLC2A1-1,NA,ES2,NA,NA,unknown,trt,trt,0.6995537967924695
DEPENDENCIES1_ES2,H10,Chr2,Chr2-3,NA,ES2,NA,NA,unknown,trt,trt,0.5323432223779049
DEPENDENCIES1_ES2,H11,SLC2A2,SLC2A2-2,NA,ES2,NA,NA,unknown,trt,trt,0.5559939866430467
DEPENDENCIES1_ES2,H12,POLR2D,POLR2D-1,NA,ES2,NA,NA,unknown,trt,trt,0.9274714280188165
DEPENDENCIES1_ES2,H13,Chr2,Chr2-1,NA,ES2,NA,NA,unknown,trt,trt,0.6900315149614151
DEPENDENCIES1_ES2,H14,TXN,TXN-2,NA,ES2,NA,NA,unknown,trt,trt,0.3632024613184428
DEPENDENCIES1_ES2,H15,POLR2D,POLR2D-2,NA,ES2,NA,NA,unknown,trt,trt,0.9043547968173087
DEPENDENCIES1_ES2,H16,TXN,TXN-1,NA,ES2,NA,NA,unknown,trt,trt,0.46219952731852704
DEPENDENCIES1_ES2,H17,Chr2,Chr2-4,NA,ES2,NA,NA,unknown,trt,trt,0.25445322494706324
DEPENDENCIES1_ES2,H18,PSMA1,PSMA1-2,NA,ES2,NA,NA,unknown,trt,trt,0.9265223033965309
DEPENDENCIES1_ES2,H19,PSMA1,PSMA1-1,NA,ES2,NA,NA,unknown,trt,trt,0.9240881651947916
DEPENDENCIES1_ES2,H20,Chr2,Chr2-5,NA,ES2,NA,NA,unknown,trt,trt,0.6158075171679483
DEPENDENCIES1_ES2,H22,ORC4,ORC4-1,NA,ES2,NA,NA,unknown,trt,trt,0.1354152067219971
DEPENDENCIES1_ES2,H23,PPIB,PPIB-1,NA,ES2,NA,NA,unknown,trt,trt,0.46868171206854126
DEPENDENCIES1_ES2,H24,Chr2,Chr2-2,NA,ES2,NA,NA,unknown,trt,trt,0.1975482860222332
DEPENDENCIES1_ES2,I04,PTK2,PTK2-2,BRDN0000990405,ES2,NA,BRDN0000990405,unknown,trt,trt,0.5033564917853633
DEPENDENCIES1_ES2,I05,ARID1B,ARID1B-1,NA,ES2,NA,NA,unknown,trt,trt,0.6291765177794312
DEPENDENCIES1_ES2,I06,PTK2,PTK2-1,BRDN0000990543,ES2,NA,BRDN0000990543,unknown,trt,trt,0.23571297087394164
DEPENDENCIES1_ES2,I07,ARID1B,ARID1B-2,NA,ES2,NA,NA,unknown,trt,trt,-0.03775886281352574
DEPENDENCIES1_ES2,I08,EZH2,EZH2-2,BRDN0000733144,ES2,NA,BRDN0000733144,unknown,trt,trt,0.28639409119019327
DEPENDENCIES1_ES2,I09,ATF4,ATF4-1,NA,ES2,NA,NA,unknown,trt,trt,0.17210201451003881
DEPENDENCIES1_ES2,I10,EZH2,EZH2-1,BRDN0000733051,ES2,NA,BRDN0000733051,unknown,trt,trt,0.4120770666786283
DEPENDENCIES1_ES2,I11,ATF4,ATF4-2,NA,ES2,NA,NA,unknown,trt,trt,0.33210163968896156
DEPENDENCIES1_ES2,I12,SUZ12,SUZ12-2,BRDN0001057661,ES2,NA,BRDN0001057661,unknown,trt,trt,0.36634165526862955
DEPENDENCIES1_ES2,I13,ATP50,ATP50-1,NA,ES2,NA,NA,unknown,trt,trt,0.11114267701179678
DEPENDENCIES1_ES2,I14,SUZ12,SUZ12-1,BRDN0001057351,ES2,NA,BRDN0001057351,unknown,trt,trt,0.3854551422386532
DEPENDENCIES1_ES2,I15,ATP50,ATP50-2,NA,ES2,NA,NA,unknown,trt,trt,0.25334692401556763
DEPENDENCIES1_ES2,I16,STAT3,STAT3-2,BRDN0000579974,ES2,NA,BRDN0000579974,unknown,trt,trt,0.39023998666549253
DEPENDENCIES1_ES2,I17,CDK4,CDK4-3,NA,ES2,NA,NA,unknown,trt,trt,0.6724387347347243
DEPENDENCIES1_ES2,I18,STAT3,STAT3-1,BRDN0001063739,ES2,NA,BRDN0001063739,unknown,trt,trt,0.46558361172541257
DEPENDENCIES1_ES2,I19,AURKB,AURKB-2,NA,ES2,NA,NA,unknown,trt,trt,0.43646909360164776
DEPENDENCIES1_ES2,I20,SMARCB1,SMARCB1-2,BRDN0001062218,ES2,NA,BRDN0001062218,unknown,trt,trt,0.7450617129395221
DEPENDENCIES1_ES2,I21,BCL2,BCL2-1,NA,ES2,NA,NA,unknown,trt,trt,0.4026985970785883
DEPENDENCIES1_ES2,I22,SMARCB1,SMARCB1-1,BRDN0001062203,ES2,NA,BRDN0001062203,unknown,trt,trt,0.515592717293669
DEPENDENCIES1_ES2,I23,BCL2,BCL2-2,NA,ES2,NA,NA,unknown,trt,trt,0.5363086341134765
DEPENDENCIES1_ES2,I24,SDHB,SDHB-2,BRDN0000986593,ES2,NA,BRDN0000986593,unknown,trt,trt,0.611087473163348
DEPENDENCIES1_ES2,J01,Chr2,Chr2-2,NA,ES2,NA,NA,unknown,trt,trt,0.5763673092085145
DEPENDENCIES1_ES2,J02,PPIB,PPIB-1,NA,ES2,NA,NA,unknown,trt,trt,0.2712170849691486
DEPENDENCIES1_ES2,J03,ORC4,ORC4-1,NA,ES2,NA,NA,unknown,trt,trt,0.5429756485613351
DEPENDENCIES1_ES2,J05,Chr2,Chr2-5,NA,ES2,NA,NA,unknown,trt,trt,0.5187499538869826
DEPENDENCIES1_ES2,J06,PSMA1,PSMA1-1,NA,ES2,NA,NA,unknown,trt,trt,0.9122254455659579
DEPENDENCIES1_ES2,J07,PSMA1,PSMA1-2,NA,ES2,NA,NA,unknown,trt,trt,0.9200958310376258
DEPENDENCIES1_ES2,J08,Chr2,Chr2-4,NA,ES2,NA,NA,unknown,trt,trt,0.31781158871181153
DEPENDENCIES1_ES2,J09,TXN,TXN-1,NA,ES2,NA,NA,unknown,trt,trt,0.2898690393148196
DEPENDENCIES1_ES2,J10,POLR2D,POLR2D-2,NA,ES2,NA,NA,unknown,trt,trt,0.8931840431045163
DEPENDENCIES1_ES2,J11,TXN,TXN-2,NA,ES2,NA,NA,unknown,trt,trt,0.06964406876162206
DEPENDENCIES1_ES2,J12,Chr2,Chr2-1,NA,ES2,NA,NA,unknown,trt,trt,0.1760427504423418
DEPENDENCIES1_ES2,J13,POLR2D,POLR2D-1,NA,ES2,NA,NA,unknown,trt,trt,0.9083540876930334
DEPENDENCIES1_ES2,J14,SLC2A2,SLC2A2-2,NA,ES2,NA,NA,unknown,trt,trt,0.6173931134970784
DEPENDENCIES1_ES2,J15,Chr2,Chr2-3,NA,ES2,NA,NA,unknown,trt,trt,0.12780291103490243
DEPENDENCIES1_ES2,J16,SLC2A1,SLC2A1-1,NA,ES2,NA,NA,unknown,trt,trt,0.3710874734333645
DEPENDENCIES1_ES2,J17,ORC4,ORC4-2,NA,ES2,NA,NA,unknown,trt,trt,0.31932972768138324
DEPENDENCIES1_ES2,J18,Chr2,Chr2-6,NA,ES2,NA,NA,unknown,trt,trt,0.5177390484945025
DEPENDENCIES1_ES2,J19,Chr2,Chr2-6,NA,ES2,NA,NA,unknown,trt,trt,0.36030806538818866
DEPENDENCIES1_ES2,J20,ORC4,ORC4-2,NA,ES2,NA,NA,unknown,trt,trt,0.3547349966956899
DEPENDENCIES1_ES2,J21,PPIB,PPIB-2,NA,ES2,NA,NA,unknown,trt,trt,0.6235220396683292
DEPENDENCIES1_ES2,J22,Chr2,Chr2-3,NA,ES2,NA,NA,unknown,trt,trt,0.5379734530944027
